Node_ID	Description	Sub-family	Colour (Sub-family)
MK279865	Mycobacterium phage Mecca	Bclasvirinae	#FB18D2
MK279864	Mycobacterium phage Mag7	Bclasvirinae	#FB18D2
MK279863	Arthrobacter phage Litotes	Unclassified	#D3D3D3
MK279862	Arthrobacter phage Lennox	Unclassified	#D3D3D3
MK279861	Mycobacterium phage Legolas	Bclasvirinae	#FB18D2
MK279860	Arthrobacter phage Lasagna	Unclassified	#D3D3D3
MK279859	Mycobacterium phage Kwadwo	Bclasvirinae	#FB18D2
MK279858	Mycobacterium phage JakeO	Bclasvirinae	#FB18D2
MK279856	Arthrobacter phage Huckleberry	Unclassified	#D3D3D3
MK279855	Mycobacterium phage Haleema	Bclasvirinae	#FB18D2
MK279854	Arthrobacter phage GreenHearts	Unclassified	#D3D3D3
MK279853	Gordonia phage Gray	Unclassified	#D3D3D3
MK279852	Mycobacterium phage Fringe	Bclasvirinae	#FB18D2
MK279851	Arthrobacter phage Eunoia	Unclassified	#D3D3D3
MK279850	Mycobacterium phage Durga	Bclasvirinae	#FB18D2
MK279847	Arthrobacter phage CristinaYang	Unclassified	#D3D3D3
MK279846	Mycobacterium phage Cosmolli16	Bclasvirinae	#FB18D2
MK279845	Arthrobacter phage Cholula	Unclassified	#D3D3D3
MK279844	Arthrobacter phage ChewChew	Unclassified	#D3D3D3
MK279843	Mycobacterium phage CamL	Bclasvirinae	#FB18D2
MK279841	Streptomyces phage Hiyaa	Unclassified	#D3D3D3
MK112526	Arthrobacter phage Aledel	Unclassified	#D3D3D3
MK112527	Mycobacterium phage Altwerkus	Bclasvirinae	#FB18D2
MK112528	Arthrobacter phage Beethoven	Unclassified	#D3D3D3
MK112529	Arthrobacter phage BigMack	Unclassified	#D3D3D3
MK112531	Arthrobacter phage Bodacious	Unclassified	#D3D3D3
MK112533	Mycobacterium phage Bonray	Ceeclamvirinae	#CF66C9
MK112534	Mycobacterium phage Burrough	Ceeclamvirinae	#CF66C9
MK112535	Arthrobacter phage CallieOMalley	Unclassified	#D3D3D3
MK112536	Mycobacterium phage Cannibal	Bclasvirinae	#FB18D2
MK112538	Arthrobacter phage Carpal	Unclassified	#D3D3D3
MK112539	Mycobacterium phage Dione	Bclasvirinae	#FB18D2
MK112541	Mycobacterium phage Jessibeth14	Ceeclamvirinae	#CF66C9
MK112542	Mycobacterium phage Jillium	Bclasvirinae	#FB18D2
MK112544	Mycobacterium phage Keitherie	Bclasvirinae	#FB18D2
MK112545	Mycobacterium phage Khaleesi	Ceeclamvirinae	#CF66C9
MK112548	Mycobacterium phage McWolfish	Ceeclamvirinae	#CF66C9
MK112551	Mycobacterium phage Riggan	Bclasvirinae	#FB18D2
MK112552	Mycobacterium phage Spartan300	Bclasvirinae	#FB18D2
MK112553	Mycobacterium Phage Squiggle	Bclasvirinae	#FB18D2
MK112554	Mycobacterium phage TinyTim	Ceeclamvirinae	#CF66C9
MK112555	Mycobacterium phage Zelda	Bclasvirinae	#FB18D2
MK061411	Mycobacterium phage Faze9	Bclasvirinae	#FB18D2
MK061406	Gordonia phage Adora	Unclassified	#D3D3D3
MK016497	Microbacterium phage Johann	Unclassified	#D3D3D3
MK016495	Microbacterium phage Goodman	Unclassified	#D3D3D3
MH926062	Mycobacterium phage Vorrps	Unclassified	#D3D3D3
MH926060	Mycobacterium phage Schadenfreude	Bclasvirinae	#FB18D2
MH834607	Arthrobacter phage Corgi	Unclassified	#D3D3D3
MH834622	Arthrobacter phage Noely	Unclassified	#D3D3D3
MH825705	Mycobacterium phage Mesh1	Bclasvirinae	#FB18D2
MH825702	Mycobacterium phage Hamish	Bclasvirinae	#FB18D2
MH825698	Microbacterium phage Burro	Unclassified	#D3D3D3
MH779516	Mycobacterium phage Waterdiva	Bclasvirinae	#FB18D2
MH779507	Mycobacterium phage Hotshotbaby7	Gclasvirinae	#C6744D
MH779504	Gordonia phage Getalong	Langleyhallvirinae	#51AAE3
MH779502	Mycobacterium phage FudgeTart	Ceeclamvirinae	#CF66C9
MH779500	Mycobacterium phage Crownjwl	Bclasvirinae	#FB18D2
MH779498	Mycobacterium phage Bread	Ceeclamvirinae	#CF66C9
MH744422	Mycobacterium phage Roots515	Ceeclamvirinae	#CF66C9
MH744421	Arthrobacter phage Moki	Unclassified	#D3D3D3
MH744420	Streptomyces phage Kromp	Unclassified	#D3D3D3
MH744417	Mycobacterium phage Grand2040	Bclasvirinae	#FB18D2
MH727561	Mycobacterium phage Serendipitous	Bclasvirinae	#FB18D2
MH727556	Microbacterium phage OneinaGillian	Unclassified	#D3D3D3
MH727555	Mycobacterium phage Mulan	Bclasvirinae	#FB18D2
MH727550	Corynebacterium phage Juicebox	Unclassified	#D3D3D3
MH727549	Mycobacterium phage Gancho	Unclassified	#D3D3D3
MH727546	Mycobacterium phage Eaglehorse	Bclasvirinae	#FB18D2
MH651186	Mycobacterium phage Podrick	Bclasvirinae	#FB18D2
MH651184	Mycobacterium phage Phareon	Bclasvirinae	#FB18D2
MH651177	Mycobacterium phage KlimbOn	Bclasvirinae	#FB18D2
MH651175	Mycobacterium phage Gophee	Bclasvirinae	#FB18D2
MH651167	Gordonia phage Angelique	Unclassified	#D3D3D3
MH669015	Gordonia phage TillyBobJoe	Unclassified	#D3D3D3
MH697584	Mycobacterium phage FrenchFry	Bclasvirinae	#FB18D2
MH697577	Mycobacterium phage Amochick	Unclassified	#D3D3D3
MH632120	Mycobacterium phage Thonko	Bclasvirinae	#FB18D2
MH590594	Mycobacterium phage PinheadLarry	Bclasvirinae	#FB18D2
MH590592	Mycobacterium phage Ryadel	Unclassified	#D3D3D3
MH590591	Mycobacterium phage Sabella	Bclasvirinae	#FB18D2
MH590588	Mycobacterium phage Vaticameos	Bclasvirinae	#FB18D2
MH576970	Mycobacterium phage DonSanchon	Bclasvirinae	#FB18D2
MH576967	Mycobacterium phage UAch1	Bclasvirinae	#FB18D2
MH576958	Mycobacterium phage MichaelPhcott	Bclasvirinae	#FB18D2
MH576954	Mycobacterium phage HSavage	Bclasvirinae	#FB18D2
MH513976	Mycobacterium phage Morty007	Bclasvirinae	#FB18D2
MH513973	Mycobacterium phage Kwksand96	Bclasvirinae	#FB18D2
MH479915	Gordonia phage GEazy	Unclassified	#D3D3D3
MH479910	Gordonia phage Danyall	Unclassified	#D3D3D3
MH450132	Gordonia phage SketchMex	Unclassified	#D3D3D3
MH450131	Arthrobacter phage Sergei	Unclassified	#D3D3D3
MH450122	Mycobacterium phage KingTut	Bclasvirinae	#FB18D2
MH450121	Arthrobacter phage KingBob	Unclassified	#D3D3D3
MH450118	Arthrobacter phage Herb	Unclassified	#D3D3D3
MH450117	Arthrobacter phage Daiboju	Unclassified	#D3D3D3
MH399772	Mycobacterium phage Constella	Unclassified	#D3D3D3
MH399786	Mycobacterium phage PhrodoBaggins	Bclasvirinae	#FB18D2
MH399781	Gordonia phage Nadeem	Unclassified	#D3D3D3
MH399780	Mycobacterium phage Mutante	Bclasvirinae	#FB18D2
MH399775	Mycobacterium phage Gareth	Bclasvirinae	#FB18D2
MH399773	Mycobacterium phage Craff	Bclasvirinae	#FB18D2
MH371107	Mycobacterium phage Doddsville	Bclasvirinae	#FB18D2
MH371114	Mycobacterium phage Childish	Bclasvirinae	#FB18D2
MH371117	Mycobacterium phage Kahve	Bclasvirinae	#FB18D2
MH371125	Mycobacterium phage Morty	Bclasvirinae	#FB18D2
MH316568	Mycobacterium phage Phleuron	Bclasvirinae	#FB18D2
MH271320	Microbacterium phage Zeta1847	Unclassified	#D3D3D3
MH271308	Microbacterium phage Percival	Unclassified	#D3D3D3
MH271303	Microbacterium phage MementoMori	Unclassified	#D3D3D3
MH271302	Gordonia phage Margaret	Unclassified	#D3D3D3
MH271298	Microbacterium phage Floof	Unclassified	#D3D3D3
MH155874	Mycobacterium phage PhrankReynolds	Bclasvirinae	#FB18D2
MH153813	Microbacterium phage Squash	Unclassified	#D3D3D3
MH153808	Gordonia phage Petra	Unclassified	#D3D3D3
MH153803	Microbacterium phage Hyperion	Unclassified	#D3D3D3
MH230875	Mycobacterium phage CheetO	Bclasvirinae	#FB18D2
MH230874	Mycobacterium phage Banjo	Bclasvirinae	#FB18D2
MH077582	Mycobacterium phage Olive	Bclasvirinae	#FB18D2
MH051251	Mycobacterium phage DuchessDung	Bclasvirinae	#FB18D2
MH051265	Mycobacterium phage Yahalom	Bclasvirinae	#FB18D2
MH051264	Mycobacterium phage Cobra	Bclasvirinae	#FB18D2
MH020246	Mycobacterium phage SchoolBus	Unclassified	#D3D3D3
MH019216	Streptomyces phage Wentworth	Unclassified	#D3D3D3
MH019215	Streptomyces phage Yara	Unclassified	#D3D3D3
MG962375	Mycobacterium phage ProfessorX	Bclasvirinae	#FB18D2
MG962365	Mycobacterium phage DoesntMatter	Bclasvirinae	#FB18D2
MG962363	Mycobacterium phage BatteryCK	Bclasvirinae	#FB18D2
MG962362	Mycobacterium phage AltPhacts	Bclasvirinae	#FB18D2
MG944223	Mycobacterium phage Trypo	Bclasvirinae	#FB18D2
MG944225	Mycobacterium phage Xavier	Bclasvirinae	#FB18D2
MG925356	Mycobacterium phage OliverWalter	Bclasvirinae	#FB18D2
MG925350	Mycobacterium phage Mosaic	Bclasvirinae	#FB18D2
MG925348	Mycobacterium phage Megatron	Bclasvirinae	#FB18D2
MG925346	Mycobacterium phage LeeLot	Bclasvirinae	#FB18D2
MG925339	Mycobacterium phage Chunky	Bclasvirinae	#FB18D2
MG872838	Mycobacterium phage JangDynasty	Unclassified	#D3D3D3
MG757165	Mycobacterium phage Phergie	Bclasvirinae	#FB18D2
MG757164	Mycobacterium phage PhenghisKhan	Bclasvirinae	#FB18D2
MG757159	Mycobacterium phage JangoPhett	Bclasvirinae	#FB18D2
MG757158	Mycobacterium phage HighStump	Bclasvirinae	#FB18D2
KP027207	Mycobacterium phage Chandler	Bclasvirinae	#FB18D2
MG839014	Mycobacterium phage RagingRooster	Bclasvirinae	#FB18D2
MG770216	Mycobacterium phage Rem711	Unclassified	#D3D3D3
MG770215	Gordonia phage Troje	Unclassified	#D3D3D3
MG770212	Mycobacterium phage Haimas	Bclasvirinae	#FB18D2
MG593801	Streptomyces phage Attoomi	Unclassified	#D3D3D3
MG099939	Gordonia phage BENtherdunthat	Langleyhallvirinae	#51AAE3
MG099941	Gordonia phage Bjanes7	Unclassified	#D3D3D3
MG099943	Mycobacterium phage Familton	Unclassified	#D3D3D3
MG099950	Arthrobacter phage Waltz	Unclassified	#D3D3D3
MG210949	Arthrobacter phage Huntingdon	Unclassified	#D3D3D3
MG198782	Arthrobacter phage MeganNoll	Unclassified	#D3D3D3
MG198779	Arthrobacter phage Urla	Unclassified	#D3D3D3
MF919539	Mycobacterium phage Virapocalypse	Bclasvirinae	#FB18D2
MF919530	Mycobacterium phage Sheila	Bclasvirinae	#FB18D2
MF919528	Mycobacterium phage Phunky	Bclasvirinae	#FB18D2
MF919527	Mycobacterium phage Phox	Ceeclamvirinae	#CF66C9
MF919523	Mycobacterium phage Mikota	Bclasvirinae	#FB18D2
MF919519	Mycobacterium phage Longacauda	Bclasvirinae	#FB18D2
MF919517	Mycobacterium phage LilHazelnut	Unclassified	#D3D3D3
MF919513	Mycobacterium phage Koguma	Ceeclamvirinae	#CF66C9
MF919511	Mycobacterium phage Kailash	Bclasvirinae	#FB18D2
MF919507	Mycobacterium phage Horchata	Bclasvirinae	#FB18D2
MF919503	Mycobacterium phage Dingo	Bclasvirinae	#FB18D2
MF919499	Mycobacterium phage Daffodil	Ceeclamvirinae	#CF66C9
MF919494	Mycobacterium phage BeanWater	Ceeclamvirinae	#CF66C9
MF975638	Streptomyces phage Abt2graduatex2	Unclassified	#D3D3D3
MF668285	Arthrobacter phage Temper16	Unclassified	#D3D3D3
MF668276	Mycobacterium phage Lulumae	Bclasvirinae	#FB18D2
MF140434	Arthrobacter phage Wheelbite	Unclassified	#D3D3D3
MF140427	Arthrobacter phage Shrooms	Unclassified	#D3D3D3
MF140425	Arthrobacter phage PitaDog	Unclassified	#D3D3D3
MF140424	Arthrobacter phage Nubia	Unclassified	#D3D3D3
MF140418	Arthrobacter phage LiSara	Unclassified	#D3D3D3
MF140407	Arthrobacter phage Dino	Unclassified	#D3D3D3
MF140404	Arthrobacter phage Christian	Unclassified	#D3D3D3
MF140400	Arthrobacter phage Canowicakte	Unclassified	#D3D3D3
MF319184	Mycobacterium phage GenevaB15	Mclasvirinae	#052FC4
MF155947	Mycobacterium phage LemonSlice	Bclasvirinae	#FB18D2
KY965066	Mycobacterium phage BlackStallion	Bclasvirinae	#FB18D2
KU160653	Arthrobacter phage Korra	Unclassified	#D3D3D3
KU160672	Arthrobacter phage Wayne	Unclassified	#D3D3D3
KU160640	Arthrobacter phage Bennie	Unclassified	#D3D3D3
KY676783	Mycobacterium phage Chorkpop	Bclasvirinae	#FB18D2
KY385383	Mycobacterium phage Maskar	Bclasvirinae	#FB18D2
KY385382	Mycobacterium phage ImtiyazSitla	Bclasvirinae	#FB18D2
KY385380	Mycobacterium phage Ashraf	Bclasvirinae	#FB18D2
KY224000	Mycobacterium phage Rich	Bclasvirinae	#FB18D2
KY092484	Streptomyces phage Raleigh	Unclassified	#D3D3D3
KY092483	Streptomyces phage Bioscum	Unclassified	#D3D3D3
KY092482	Streptomyces phage Mojorita	Unclassified	#D3D3D3
KY092481	Streptomyces phage PapayaSalad	Unclassified	#D3D3D3
KY092480	Streptomyces phage Picard	Unclassified	#D3D3D3
KY092479	Streptomyces phage Ididsumtinwong	Unclassified	#D3D3D3
KX688103	Arthrobacter phage Greenhouse	Unclassified	#D3D3D3
KX688102	Arthrobacter phage Oxynfrius	Unclassified	#D3D3D3
KX683293	Mycobacterium phage Daffy	Bclasvirinae	#FB18D2
KX683292	Mycobacterium phage Held	Bclasvirinae	#FB18D2
KX721256	Mycobacterium phage Erdmann	Ceeclamvirinae	#CF66C9
KX721255	Mycobacterium phage Yucca	Ceeclamvirinae	#CF66C9
KX620786	Mycobacterium phage Lego3393	Bclasvirinae	#FB18D2
KX648391	Mycobacterium phage Tortellini	Pclasvirinae	#8DEA45
KX621005	Arthrobacter phage Vallejo	Unclassified	#D3D3D3
KX621004	Arthrobacter phage Suppi	Unclassified	#D3D3D3
KX670813	Mycobacterium phage MitKao	Bclasvirinae	#FB18D2
KX592589	Mycobacterium phage Iridoclysis	Bclasvirinae	#FB18D2
KX702319	Mycobacterium phage Pinkman	Bclasvirinae	#FB18D2
KX576647	Mycobacterium phage CharlieGBrown	Bclasvirinae	#FB18D2
KX576646	Mycobacterium phage TyrionL	Bclasvirinae	#FB18D2
KX576645	Mycobacterium phage Derpp	Bclasvirinae	#FB18D2
KX576641	Arthrobacter phage Lucy	Unclassified	#D3D3D3
KX576640	Arthrobacter phage RcigaStruga	Unclassified	#D3D3D3
KX369585	Mycobacterium phage PhatCats2014	Bclasvirinae	#FB18D2
KU998239	Gordonia phage Cozz	Unclassified	#D3D3D3
KU963263	Gordonia phage BaxterFox	Nymbaxtervirinae	#230E16
KU963261	Gordonia phage BetterKatz	Unclassified	#D3D3D3
KU963260	Gordonia phage Emalyn	Unclassified	#D3D3D3
KU963249	Gordonia phage Yeezy	Nymbaxtervirinae	#230E16
KU963246	Gordonia phage SoilAssassin	Unclassified	#D3D3D3
KU958700	Streptomyces phage Chymera	Unclassified	#D3D3D3
KU728633	Mycobacterium phage Bipper	Unclassified	#D3D3D3
KU647627	Arthrobacter phage Kitkat	Unclassified	#D3D3D3
KU647626	Arthrobacter phage KellEzio	Unclassified	#D3D3D3
KU530220	Streptomyces phage Xkcd426	Unclassified	#D3D3D3
KT880194	Mycobacterium phage Glass	Bclasvirinae	#FB18D2
KU160664	Arthrobacter phage Salgado	Unclassified	#D3D3D3
KU160662	Arthrobacter phage RAP15	Unclassified	#D3D3D3
KU160661	Arthrobacter phage Pumancara	Unclassified	#D3D3D3
KU160659	Arthrobacter phage Preamble	Unclassified	#D3D3D3
KU160654	Arthrobacter phage Laroye	Unclassified	#D3D3D3
KU160652	Arthrobacter phage Joann	Unclassified	#D3D3D3
KU160649	Arthrobacter phage Immaculata	Unclassified	#D3D3D3
KU160645	Arthrobacter phage Glenn	Unclassified	#D3D3D3
KU160643	Arthrobacter phage DrRobert	Unclassified	#D3D3D3
KU252585	Gordonia phage Howe	Unclassified	#D3D3D3
KT599441	Mycobacterium phage Squid	Bclasvirinae	#FB18D2
KT365402	Mycobacterium phage Tres	Bclasvirinae	#FB18D2
KT364588	Mycobacterium phage Hetaeria	Bclasvirinae	#FB18D2
KT270441	Mycobacterium phage BrownCNA	Bclasvirinae	#FB18D2
KR997967	Mycobacterium phage Pops	Bclasvirinae	#FB18D2
KR997932	Mycobacterium phage Godines	Bclasvirinae	#FB18D2
KR816508	Mycobacterium phage Phamished	Bclasvirinae	#FB18D2
KR781349	Mycobacterium phage Apizium	Bclasvirinae	#FB18D2
KR080203	Mycobacterium phage OrangeOswald	Bclasvirinae	#FB18D2
KR080200	Mycobacterium phage AlanGrant	Bclasvirinae	#FB18D2
KR080199	Mycobacterium phage Baee	Bclasvirinae	#FB18D2
KR080194	Mycobacterium phage Vincenzo	Bclasvirinae	#FB18D2
KP876465	Streptomyces phage YDN12	Unclassified	#D3D3D3
KP027208	Mycobacterium phage Pipsqueak	Bclasvirinae	#FB18D2
KP027209	Mycobacterium phage Sigman	Bclasvirinae	#FB18D2
KP027197	Mycobacterium phage FluffyNinja	Bclasvirinae	#FB18D2
KM363597	Mycobacterium phage Zonia	Bclasvirinae	#FB18D2
KM347890	Mycobacterium phage Vivaldi	Bclasvirinae	#FB18D2
KM408320	Mycobacterium phage Lasso	Bclasvirinae	#FB18D2
KJ829260	Mycobacterium phage YungJamal	Unclassified	#D3D3D3
KJ567044	Mycobacterium phage EmpTee	Bclasvirinae	#FB18D2
KJ595576	Mycobacterium phage Manad	Bclasvirinae	#FB18D2
KJ538723	Mycobacterium phage KingVeVeVe	Bclasvirinae	#FB18D2
KJ538722	Mycobacterium phage HH92	Unclassified	#D3D3D3
KJ194579	Mycobacterium phage Swish	Bclasvirinae	#FB18D2
KJ194584	Mycobacterium phage Heathcliff	Bclasvirinae	#FB18D2
KJ194583	Mycobacterium phage Numberten	Bclasvirinae	#FB18D2
KJ194581	Mycobacterium phage Audrey	Bclasvirinae	#FB18D2
KJ194580	Mycobacterium phage Badfish	Bclasvirinae	#FB18D2
KJ174157	Mycobacterium phage Soto	Bclasvirinae	#FB18D2
KF713485	Mycobacterium phage Suffolk	Bclasvirinae	#FB18D2
KF493881	Mycobacterium phage JAMaL	Bclasvirinae	#FB18D2
KF416341	Mycobacterium phage Phelemich	Bclasvirinae	#FB18D2
KF017002	Mycobacterium phage Catdawg	Unclassified	#D3D3D3
KC661274	Mycobacterium phage SDcharge11	Bclasvirinae	#FB18D2
JX182371	Streptomyces phage SV1	Unclassified	#D3D3D3
JN699017	Mycobacterium phage Kikipoo	Bclasvirinae	#FB18D2
JN699011	Mycobacterium phage Stinger	Bclasvirinae	#FB18D2
JN699008	Mycobacterium phage Vista	Bclasvirinae	#FB18D2
JN698990	Mycobacterium phage IsaacEli	Bclasvirinae	#FB18D2
JN638753	Mycobacterium phage Morgushi	Bclasvirinae	#FB18D2
JN638752	Mycobacterium phage Murdoc	Bclasvirinae	#FB18D2
JN618996	Mycobacterium phage Arbiter	Bclasvirinae	#FB18D2
JF704094	Mycobacterium phage ChrisnMich	Bclasvirinae	#FB18D2
JN201525	Mycobacterium phage Thibault	Unclassified	#D3D3D3
JN192463	Mycobacterium phage Oline	Bclasvirinae	#FB18D2
JN006064	Mycobacterium phage OSmaximus	Bclasvirinae	#FB18D2
JN006063	Mycobacterium phage Serendipity	Bclasvirinae	#FB18D2
FJ641182	Mycobacterium phage Phlyer	Bclasvirinae	#FB18D2
MW927519	Paenibacillus phage Neutron	Unclassified	#D3D3D3
MZ514874	Acinetobacter phage Ab105-2phideltaCI404ad	Unclassified	#D3D3D3
MZ348424	Kosakonia phage Kc304	Tevenvirinae	#19205D
MZ348423	Kosakonia phage 305	Tevenvirinae	#19205D
MZ348422	Kosakonia phage Kc263	Unclassified	#D3D3D3
MZ348421	Kosakonia phage Kc283	Unclassified	#D3D3D3
MZ501055	Escherichia phage CarlSpitteler	Studiervirinae	#F8AC65
MW927525	Paenibacillus phage Sneaky	Unclassified	#D3D3D3
MW927524	Paenibacillus phage Riker	Unclassified	#D3D3D3
MW927523	Paenibacillus phage Picard	Unclassified	#D3D3D3
MW927522	Paenibacillus phage Pahemo	Unclassified	#D3D3D3
MW927521	Paenibacillus phage Norbert	Unclassified	#D3D3D3
MW927520	Paenibacillus phage Newport	Unclassified	#D3D3D3
MW927518	Paenibacillus phage Mock2	Unclassified	#D3D3D3
MW927517	Paenibacillus phage JackPlaque	Unclassified	#D3D3D3
MW927516	Paenibacillus phage Hobie	Unclassified	#D3D3D3
MW927515	Paenibacillus phage Gohan	Unclassified	#D3D3D3
MW927514	Paenibacillus phage Fitz	Unclassified	#D3D3D3
MW927513	Paenibacillus phage Bohemia	Unclassified	#D3D3D3
MW927512	Paenibacillus phage Bert	Unclassified	#D3D3D3
MW927511	Paenibacillus phage AlexiD	Unclassified	#D3D3D3
AF009630	Lactococcus phage bIL170	Unclassified	#D3D3D3
OK570375	Escherichia phage UoN_LDJ77_1	Tevenvirinae	#19205D
OK570374	Escherichia phage UoN_LG358_1	Tevenvirinae	#19205D
OL512807	Vibrio phage V5	Unclassified	#D3D3D3
OL441337	Pseudomonas phage PaP_Se	Unclassified	#D3D3D3
OK625527	Klebsiella phage vB_KpnP_ZK1	Molineuxvirinae	#626F17
OK624832	Xanthomonas phage DES1	Unclassified	#D3D3D3
OK562670	Stenotrophomonas phage vB_SM_ytsc_ply2008005c	Queuovirinae	#4754CD
OK562429	Klebsiella phage P929	Slopekvirinae	#AE8C74
OK546191	Acinetobacter phage vB_AbaP_ABWU2101	Beijerinckvirinae	#C2AD13
MZ675741	Acinetobacter phage Ab1656-2	Unclassified	#D3D3D3
OK490361	Salmonella phage ZC-S1_prp	Unclassified	#D3D3D3
OK483342	Hafnia phage vB_HalM_SPARTY	Ounavirinae	#96CC89
OK490494	Stenotrophomonas phage vB_SmaS_P15	Unclassified	#D3D3D3
OK428602	Vibrio phage BX-1	Unclassified	#D3D3D3
OK412919	Streptomyces phage Pablito	Arquatrovirinae	#EDD738
OV032902	Vibrio phage vB_VpaM_sm033	Unclassified	#D3D3D3
OV032860	Vibrio phage vB_VpaS_sm030	Unclassified	#D3D3D3
OK638203	Pseudomonas phage BHU-17	Unclassified	#D3D3D3
OK638202	Pseudomonas phage BHU-15	Unclassified	#D3D3D3
OK638201	Pseudomonas phage BHU-1	Unclassified	#D3D3D3
OK663600	Enterobacter phage vB_SEqdws-315	Studiervirinae	#F8AC65
OK665842	Burkholderia phage BgManors32	Unclassified	#D3D3D3
OK665841	Burkholderia phage BgVeeders33	Unclassified	#D3D3D3
OK655936	Klebsiella phage phiW14	Unclassified	#D3D3D3
OK913680	Xanthomonas phage MET23-P3	Unclassified	#D3D3D3
OK913679	Xanthomonas phage JUN5	Unclassified	#D3D3D3
OK210077	Serratia phage KKP_3263	Stephanstirmvirinae	#781BA9
OK210076	Enterobacter phage KKP_3262	Tevenvirinae	#19205D
OK210075	Citrobacter phage KKP_3664	Unclassified	#D3D3D3
OK210074	Enterobacter phage KKP_3263	Studiervirinae	#F8AC65
LC644976	Komagataeibacter phage phiKX2	Unclassified	#D3D3D3
LC644975	Komagataeibacter phage phiKX1	Unclassified	#D3D3D3
LC644974	Komagataeibacter phage phiKM1	Unclassified	#D3D3D3
LC644973	Acetobacter phage phiAX1	Unclassified	#D3D3D3
LC644972	Acetobacter phage phiAP1	Unclassified	#D3D3D3
LC644971	Acetobacter phage phiAO1	Unclassified	#D3D3D3
MZ612110	Klebsiella phage vB_Kpn-VAC111	Unclassified	#D3D3D3
OK138556	Klebsiella phage vB_Kp_IME531	Studiervirinae	#F8AC65
OK138555	Klebsiella phage vB_Kp_IME328	Unclassified	#D3D3D3
OK094665	Pseudomonas phage vB_Pae_W3	Unclassified	#D3D3D3
OK094664	Shewanella phage vB_Sb_QDWS	Unclassified	#D3D3D3
MZ955867	Pseudomonas phage vB_PaeP_TUMS_P121	Migulavirinae	#51C4E1
MZ501113	Escherichia phage WilhelmHis	Tevenvirinae	#19205D
MZ501112	Escherichia phage WildeMaa	Queuovirinae	#4754CD
MZ501111	Escherichia phage WalterGehring	Vequintavirinae	#D4713F
MZ501110	Escherichia phage VogelGryff	Queuovirinae	#4754CD
MZ501109	Escherichia phage TrudiRoth	Markadamsvirinae	#450410
MZ501108	Escherichia phage TrudiGerster	Markadamsvirinae	#450410
MZ501107	Escherichia phage TheodorHerzl	Unclassified	#D3D3D3
MZ501106	Escherichia phage TadeuszReichstein	Tevenvirinae	#19205D
MZ501105	Escherichia phage SuperGirl	Markadamsvirinae	#450410
MZ501104	Escherichia phage SeppeHuegi	Queuovirinae	#4754CD
MZ501103	Escherichia phage SelmaRatti	Markadamsvirinae	#450410
MZ501102	Escherichia phage RudolfGeigy	Vequintavirinae	#D4713F
MZ501101	Escherichia phage PeterMerian	Tempevirinae	#2EE363
MZ501100	Escherichia phage PaulScherrer	Stephanstirmvirinae	#781BA9
MZ501099	Escherichia phage PaulSarasin	Tempevirinae	#2EE363
MZ501098	Escherichia phage PaulHMueller	Tevenvirinae	#19205D
MZ501097	Escherichia phage PaulFeyerabend	Unclassified	#D3D3D3
MZ501096	Escherichia phage Paracelsus	Tevenvirinae	#19205D
MZ501095	Escherichia phage Oekolampad	Unclassified	#D3D3D3
MZ501094	Escherichia phage MaxTheCat	Vequintavirinae	#D4713F
MZ501093	Escherichia phage MaxBurger	Vequintavirinae	#D4713F
MZ501092	Escherichia phage LeonhardEuler	Tunavirinae	#28E0A3
MZ501091	Escherichia phage KurtStettler	Queuovirinae	#4754CD
MZ501090	Escherichia phage KarlJaspers	Tempevirinae	#2EE363
MZ501089	Escherichia phage KarlGJung	Tevenvirinae	#19205D
MZ501088	Escherichia phage KarlBarth	Unclassified	#D3D3D3
MZ501087	Escherichia phage JulesPiccard	Braunvirinae	#859A4C
MZ501086	Escherichia phage JohannRWettstein	Ounavirinae	#96CC89
MZ501085	Escherichia phage JohannLBurckhardt	Tempevirinae	#2EE363
MZ501084	Escherichia phage JohannJBalmer	Stephanstirmvirinae	#781BA9
MZ501083	Escherichia phage JohannBauhin	Vequintavirinae	#D4713F
MZ501082	Escherichia phage JeffSchatz	Vequintavirinae	#D4713F
MZ501081	Escherichia phage JeanTinguely	Studiervirinae	#F8AC65
MZ501080	Escherichia phage JeanPiccard	Braunvirinae	#859A4C
MZ501079	Escherichia phage JakobBernoulli	Tempevirinae	#2EE363
MZ501078	Escherichia phage JacobBurckhardt	Studiervirinae	#F8AC65
MZ501077	Escherichia phage IsaakIselin	Tempevirinae	#2EE363
MZ501076	Escherichia phage IrmaTschudi	Markadamsvirinae	#450410
MZ501075	Escherichia phage IrisVonRoten	Markadamsvirinae	#450410
MZ501074	Escherichia phage HildyBeyeler	Markadamsvirinae	#450410
MZ501073	Escherichia phage HeinrichReichert	Vequintavirinae	#D4713F
MZ501072	Escherichia phage GreteKellenberger	Markadamsvirinae	#450410
MZ501071	Escherichia phage GottfriedDienst	Queuovirinae	#4754CD
MZ501070	Escherichia phage GeorgBuechner	Unclassified	#D3D3D3
MZ501069	Escherichia phage FritzSarasin	Tempevirinae	#2EE363
MZ501068	Escherichia phage FritzHoffmann	Queuovirinae	#4754CD
MZ501067	Escherichia phage FriedrichZschokke	Tevenvirinae	#19205D
MZ501066	Escherichia phage FriedrichMiescher	Tevenvirinae	#19205D
MZ501065	Escherichia phage FelixPlatter	Tevenvirinae	#19205D
