Node_ID	Description	Sub-family	Colour (Sub-family)
ON602763	Klebsiella phage VLCpiA2a	Molineuxvirinae	#626F17
ON602762	Klebsiella phage VLCpiA1d	Slopekvirinae	#AE8C74
ON602761	Klebsiella phage VLCpiA1g	Slopekvirinae	#AE8C74
ON602760	Klebsiella phage VLCpiS13d	Unclassified	#D3D3D3
ON602759	Klebsiella phage VLCpiS13e	Unclassified	#D3D3D3
ON602758	Klebsiella phage VLCpiM12a	Unclassified	#D3D3D3
ON602757	Klebsiella phage VLCpiA1e	Slopekvirinae	#AE8C74
ON602756	Klebsiella phage VLCpiA1f	Slopekvirinae	#AE8C74
ON602755	Klebsiella phage VLCpiA3c	Studiervirinae	#F8AC65
ON602754	Klebsiella phage VLCpiA1j	Slopekvirinae	#AE8C74
ON602753	Klebsiella phage VLCpiA3d	Studiervirinae	#F8AC65
ON602752	Klebsiella phage VLCpiA1b	Slopekvirinae	#AE8C74
ON602751	Klebsiella phage VLCpiP4b	Enquatrovirinae	#238AAE
ON602750	Klebsiella phage VLCpiD7b	Unclassified	#D3D3D3
ON602749	Klebsiella phage VLCpiP4a	Enquatrovirinae	#238AAE
ON602748	Klebsiella phage VLCpiA1c	Slopekvirinae	#AE8C74
ON602747	Klebsiella phage VLCpiS8a	Unclassified	#D3D3D3
ON602746	Klebsiella phage VLCpiS10a	Unclassified	#D3D3D3
ON602745	Klebsiella phage VLCpiS11a	Guernseyvirinae	#11144C
ON602744	Klebsiella phage VLCpiS13b	Unclassified	#D3D3D3
ON602743	Klebsiella phage VLCpiA1h	Slopekvirinae	#AE8C74
ON602742	Klebsiella phage VLCpiA3b	Studiervirinae	#F8AC65
ON602741	Klebsiella phage VLCpiD7a	Unclassified	#D3D3D3
ON602740	Klebsiella phage VLCpiA1l	Slopekvirinae	#AE8C74
ON602739	Klebsiella phage VLCpiA1k	Slopekvirinae	#AE8C74
ON602738	Klebsiella phage VLCpiS13a	Unclassified	#D3D3D3
ON602737	Klebsiella phage VLCpiS13c	Unclassified	#D3D3D3
ON602736	Klebsiella phage VLCpiM5a	Vequintavirinae	#D4713F
ON602735	Klebsiella phage VLCpiD7c	Unclassified	#D3D3D3
ON602734	Klebsiella phage VLCpiS8c	Unclassified	#D3D3D3
ON602733	Klebsiella phage VLCpiA3a	Studiervirinae	#F8AC65
ON602732	Klebsiella phage VLCpiA1a	Slopekvirinae	#AE8C74
ON602731	Klebsiella phage VLCpiS6a	Unclassified	#D3D3D3
ON602730	Klebsiella phage VLCpiS13f	Unclassified	#D3D3D3
ON602729	Klebsiella phage VLCpiM5b	Vequintavirinae	#D4713F
ON602728	Klebsiella phage VLCpiA1n	Slopekvirinae	#AE8C74
ON602727	Klebsiella phage VLCpiA1m	Slopekvirinae	#AE8C74
ON602726	Klebsiella phage VLCpiA1q	Slopekvirinae	#AE8C74
ON602725	Klebsiella phage VLCpiA1r	Slopekvirinae	#AE8C74
ON602724	Klebsiella phage VLCpiA1o	Slopekvirinae	#AE8C74
ON602723	Klebsiella phage VLCpiA1p	Slopekvirinae	#AE8C74
ON809560	Klebsiella phage pKp383	Unclassified	#D3D3D3
ON809559	Klebsiella phage pKp11	Slopekvirinae	#AE8C74
OP056300	Plectonema phage Pbo-yong3	Unclassified	#D3D3D3
OL744217	Pantoea phage vB_PdeP_F5M1C	Studiervirinae	#F8AC65
OL744218	Klebsiella phage vB_KvaP_F5M1D	Molineuxvirinae	#626F17
OL744215	Klebsiella phage vB_KvaP_F4M1D	Molineuxvirinae	#626F17
OL744213	Klebsiella phage vB_KvaS_F2M1D	Unclassified	#D3D3D3
OL744212	Pantoea phage vB_PdeP_F2M1C	Studiervirinae	#F8AC65
OL744210	Klebsiella phage vB_KvaS_F1M1D	Unclassified	#D3D3D3
OL744209	Pantoea phage vB_PdeP_F1M1C	Studiervirinae	#F8AC65
OL744220	Pantoea phage vB_PdiM_F5M2A	Vequintavirinae	#D4713F
OL744219	Enterobacter phage vB_ExiM_F5M1E	Vequintavirinae	#D4713F
OL744216	Enterobacter phage vB_ExiM_F4M1E	Vequintavirinae	#D4713F
OL744214	Enterobacter phage vB_ExiM_F2M1E	Vequintavirinae	#D4713F
OL744211	Enterobacter phage vB_ExiM_F1M1E	Vequintavirinae	#D4713F
OM621814	Haloferax volcanii pleomorphic virus 1	Unclassified	#D3D3D3
OP168678	Staphylococcus phage vB_SpsS_VL4	Unclassified	#D3D3D3
ON814135	Staphylococcus phage vB_SauM-V1SA20	Twortvirinae	#18F1A6
OP172878	Corynebacterium phage Arianna	Unclassified	#D3D3D3
OP172872	Mycobacterium phage GoldenAsh	Gclasvirinae	#C6744D
OP172871	Microbacterium phage Marcie	Unclassified	#D3D3D3
OP172869	Arthrobacter phage Linda	Unclassified	#D3D3D3
OP292222	Escherichia phage Esco_phi_B-01	Tevenvirinae	#19205D
OP292288	Pseudomonas phage PNM	Krylovirinae	#95BE3B
OM869612	Dipodfec virus UA23Rod_872	Unclassified	#D3D3D3
OM869611	Dipodfec virus UA23Rod_920	Unclassified	#D3D3D3
OM869610	Dipodfec virus UA23Rod_963	Unclassified	#D3D3D3
OM869609	Dipodfec virus UA23Rod_1071	Unclassified	#D3D3D3
OM869608	Dipodfec virus UA23Rod_1114	Unclassified	#D3D3D3
OM869607	Dipodfec virus UA23Rod_1125	Unclassified	#D3D3D3
OM869606	Dipodfec virus UA23Rod_1217	Unclassified	#D3D3D3
OM869605	Dipodfec virus UA23Rod_1340	Unclassified	#D3D3D3
OM869604	Dipodfec virus UA23Rod_1363	Unclassified	#D3D3D3
OM869603	Dipodfec virus UA23Rod_1392	Unclassified	#D3D3D3
OM869594	Dipodfec virus UA06Rod_3	Unclassified	#D3D3D3
OM869593	Dipodfec virus UA06Rod_4	Unclassified	#D3D3D3
OM869592	Dipodfec virus UA06Rod_5	Unclassified	#D3D3D3
OM869591	Dipodfec virus UA06Rod_12	Unclassified	#D3D3D3
OM869590	Dipodfec virus UA06Rod_16	Unclassified	#D3D3D3
OM869589	Dipodfec virus UA06Rod_17	Unclassified	#D3D3D3
OM869588	Dipodfec virus UA06Rod_19	Unclassified	#D3D3D3
OM869587	Dipodfec virus UA06Rod_20	Unclassified	#D3D3D3
OM869586	Dipodfec virus UA06Rod_21	Unclassified	#D3D3D3
OM869585	Dipodfec virus UA06Rod_22	Unclassified	#D3D3D3
OM869583	Dipodfec virus UA06Rod_108	Unclassified	#D3D3D3
OM869580	Sigmofec virus UA08Rod_3874	Unclassified	#D3D3D3
OM869579	Sigmofec virus UA08Rod_3978	Unclassified	#D3D3D3
OM869578	Sigmofec virus UA08Rod_4043	Unclassified	#D3D3D3
OM869577	Sigmofec virus UA08Rod_4104	Unclassified	#D3D3D3
OM869576	Sigmofec virus UA08Rod_4124	Unclassified	#D3D3D3
OM869575	Sigmofec virus UA08Rod_4138	Unclassified	#D3D3D3
OM869574	Sigmofec virus UA08Rod_4258	Unclassified	#D3D3D3
OM869573	Sigmofec virus UA08Rod_4301	Unclassified	#D3D3D3
OM869572	Sigmofec virus UA08Rod_4331	Unclassified	#D3D3D3
OM869571	Sigmofec virus UA08Rod_4343	Unclassified	#D3D3D3
OM869570	Sigmofec virus UA08Rod_4411	Unclassified	#D3D3D3
OM869569	Sigmofec virus UA08Rod_4510	Unclassified	#D3D3D3
OM869568	Sigmofec virus UA08Rod_4527	Unclassified	#D3D3D3
OM869566	Sigmofec virus UA08Rod_4626	Unclassified	#D3D3D3
OM869565	Sigmofec virus UA08Rod_4686	Unclassified	#D3D3D3
OM869564	Sigmofec virus UA08Rod_4687	Unclassified	#D3D3D3
OM869563	Sigmofec virus UA08Rod_4769	Unclassified	#D3D3D3
OM869562	Sigmofec virus UA08Rod_4774	Unclassified	#D3D3D3
OM869561	Sigmofec virus UA08Rod_4820	Unclassified	#D3D3D3
OM869560	Sigmofec virus UA08Rod_4822	Unclassified	#D3D3D3
OM869559	Sigmofec virus UA08Rod_4888	Unclassified	#D3D3D3
OM869558	Sigmofec virus UA08Rod_4967	Unclassified	#D3D3D3
OM869557	Sigmofec virus UA08Rod_5080	Unclassified	#D3D3D3
OM869556	Sigmofec virus UA08Rod_5092	Unclassified	#D3D3D3
OM869555	Sigmofec virus UA08Rod_5228	Unclassified	#D3D3D3
OM869554	Sigmofec virus UA08Rod_5306	Unclassified	#D3D3D3
OM869553	Sigmofec virus UA08Rod_5307	Unclassified	#D3D3D3
OM869552	Sigmofec virus UA08Rod_5336	Unclassified	#D3D3D3
OM869551	Sigmofec virus UA08Rod_5342	Unclassified	#D3D3D3
OM869550	Sigmofec virus UA08Rod_5349	Unclassified	#D3D3D3
OM869549	Sigmofec virus UA08Rod_5365	Unclassified	#D3D3D3
OM869548	Sigmofec virus UA08Rod_5397	Unclassified	#D3D3D3
OM869547	Sigmofec virus UA08Rod_5433	Unclassified	#D3D3D3
OM869546	Sigmofec virus UA08Rod_5448	Unclassified	#D3D3D3
OM869545	Sigmofec virus UA08Rod_5492	Unclassified	#D3D3D3
OM869544	Sigmofec virus UA08Rod_5530	Unclassified	#D3D3D3
OM869543	Sigmofec virus UA08Rod_5539	Unclassified	#D3D3D3
OM869542	Sigmofec virus UA08Rod_5550	Unclassified	#D3D3D3
OM869541	Sigmofec virus UA08Rod_5594	Unclassified	#D3D3D3
OM869540	Sigmofec virus UA08Rod_5614	Unclassified	#D3D3D3
OM869539	Sigmofec virus UA08Rod_5625	Unclassified	#D3D3D3
OM869538	Sigmofec virus UA08Rod_5645	Unclassified	#D3D3D3
OM869537	Sigmofec virus UA08Rod_5658	Unclassified	#D3D3D3
OM869536	Sigmofec virus UA08Rod_5667	Unclassified	#D3D3D3
OM869535	Sigmofec virus UA08Rod_5692	Unclassified	#D3D3D3
OM869534	Sigmofec virus UA08Rod_5707	Unclassified	#D3D3D3
OM869533	Sigmofec virus UA08Rod_5712	Unclassified	#D3D3D3
OM869532	Sigmofec virus UA08Rod_5746	Unclassified	#D3D3D3
OM869531	Sigmofec virus UA08Rod_5764	Unclassified	#D3D3D3
OM869530	Sigmofec virus UA08Rod_5824	Unclassified	#D3D3D3
OM869529	Sigmofec virus UA08Rod_5838	Unclassified	#D3D3D3
OM869528	Sigmofec virus UA08Rod_5894	Unclassified	#D3D3D3
OM869527	Sigmofec virus UA08Rod_5898	Unclassified	#D3D3D3
OM869526	Sigmofec virus UA08Rod_5899	Unclassified	#D3D3D3
OM869525	Sigmofec virus UA08Rod_5935	Unclassified	#D3D3D3
OM869524	Sigmofec virus UA08Rod_5936	Unclassified	#D3D3D3
OM869523	Sigmofec virus UA08Rod_6044	Unclassified	#D3D3D3
OM869522	Sigmofec virus UA08Rod_6051	Unclassified	#D3D3D3
OM869521	Sigmofec virus UA08Rod_6079	Unclassified	#D3D3D3
OM869520	Sigmofec virus UA08Rod_6083	Unclassified	#D3D3D3
OM869519	Sigmofec virus UA08Rod_6110	Unclassified	#D3D3D3
OM869518	Sigmofec virus UA08Rod_6120	Unclassified	#D3D3D3
OM869517	Sigmofec virus UA08Rod_6125	Unclassified	#D3D3D3
OM869516	Sigmofec virus UA08Rod_6143	Unclassified	#D3D3D3
OM869515	Sigmofec virus UA08Rod_6151	Unclassified	#D3D3D3
OM869514	Sigmofec virus UA08Rod_6219	Unclassified	#D3D3D3
OM869513	Sigmofec virus UA08Rod_6251	Unclassified	#D3D3D3
OM869512	Sigmofec virus UA08Rod_6396	Unclassified	#D3D3D3
OM869511	Sigmofec virus UA08Rod_6403	Unclassified	#D3D3D3
OM869510	Sigmofec virus UA08Rod_6404	Unclassified	#D3D3D3
OM869509	Sigmofec virus UA08Rod_6451	Unclassified	#D3D3D3
OM869508	Sigmofec virus UA08Rod_6476	Unclassified	#D3D3D3
OM869507	Sigmofec virus UA08Rod_6488	Unclassified	#D3D3D3
OM869506	Sigmofec virus UA08Rod_6521	Unclassified	#D3D3D3
OM869505	Sigmofec virus UA08Rod_6554	Unclassified	#D3D3D3
OM869504	Sigmofec virus UA08Rod_6581	Unclassified	#D3D3D3
OM869503	Sigmofec virus UA08Rod_6641	Unclassified	#D3D3D3
OM869502	Sigmofec virus UA08Rod_6706	Unclassified	#D3D3D3
OM869501	Sigmofec virus UA08Rod_6727	Unclassified	#D3D3D3
OM869500	Sigmofec virus UA08Rod_6752	Unclassified	#D3D3D3
OM869499	Sigmofec virus UA08Rod_6800	Unclassified	#D3D3D3
OM869498	Sigmofec virus UA08Rod_6926	Unclassified	#D3D3D3
OM869497	Sigmofec virus UA08Rod_6951	Unclassified	#D3D3D3
OM869496	Sigmofec virus UA08Rod_6997	Unclassified	#D3D3D3
OM869495	Sigmofec virus UA08Rod_7256	Unclassified	#D3D3D3
OM869567	Sigmofec virus UA08Rod_4577	Unclassified	#D3D3D3
OM869494	Sigmofec virus UA08Rod_7365	Unclassified	#D3D3D3
OM869493	Sigmofec virus UA08Rod_7382	Unclassified	#D3D3D3
ON857943	Pseudomonas phage vB_PaeP_FBPa1	Migulavirinae	#51C4E1
ON857941	Pseudomonas phage vB_PaeP_FBPa48	Unclassified	#D3D3D3
ON857940	Pseudomonas phage vB_PeaS_FBPa47	Unclassified	#D3D3D3
ON857939	Pseudomonas phage vB_PaeS_FBPa45	Unclassified	#D3D3D3
ON857938	Pseudomonas phage vB_PaeM_FBPa35	Unclassified	#D3D3D3
ON857937	Pseudomonas phage vB_PaeM_FBPa34	Unclassified	#D3D3D3
ON857936	Pseudomonas phage vB_PaeP_FBPa29	Unclassified	#D3D3D3
ON857935	Pseudomonas phage vB_PaeP_FBPa25	Krylovirinae	#95BE3B
ON857942	Pseudomonas phage vB_PaeM_FBPa21	Unclassified	#D3D3D3
ON857934	Pseudomonas phage vB_PaeM_FBPa24	Unclassified	#D3D3D3
ON857933	Pseudomonas phage vB_PaeP_FBPa18	Krylovirinae	#95BE3B
ON857932	Pseudomonas phage vB_PaeP_FBPa8	Unclassified	#D3D3D3
ON857931	Pseudomonas phage vB_PaeP_FBPa19	Unclassified	#D3D3D3
ON857930	Pseudomonas phage vB_PaeM_FBPa12	Unclassified	#D3D3D3
ON857929	Pseudomonas phage vB_PaeM_FBPa10	Unclassified	#D3D3D3
ON857928	Pseudomonas phage vB_PaeP_FBPa6	Krylovirinae	#95BE3B
ON857927	Pseudomonas phage vB_PaeM_FBPa5	Unclassified	#D3D3D3
ON857926	Pseudomonas phage vB_PaeM_FBPa3	Krylovirinae	#95BE3B
ON857925	Pseudomonas phage vB_PaeM_FBPa2	Unclassified	#D3D3D3
ON922920	Salmonella phage vB_SalS_PC192	Studiervirinae	#F8AC65
ON922919	Escherichia phage vB_EcoM_PD205	Enquatrovirinae	#238AAE
ON922918	Escherichia phage vB_EcoM_PD328	Queuovirinae	#4754CD
ON922917	Riemerella phage vB_RanS_PT33	Unclassified	#D3D3D3
ON970621	Gordonia phage Button	Unclassified	#D3D3D3
ON970620	Gordonia phage LilyPad	Unclassified	#D3D3D3
ON970619	Gordonia phage PullumCavea	Unclassified	#D3D3D3
ON970618	Mycobacterium phage TomBrady	Gclasvirinae	#C6744D
ON970617	Streptomyces phage Doxi13	Unclassified	#D3D3D3
ON970611	Gordonia phage Rumi	Unclassified	#D3D3D3
ON970608	Arthrobacter phage Uzumaki	Unclassified	#D3D3D3
ON970607	Gordonia phage Lidong	Unclassified	#D3D3D3
ON970606	Microbacterium phage PhredFlintston	Unclassified	#D3D3D3
ON970605	Microbacterium phage Thompsone	Unclassified	#D3D3D3
ON970603	Microbacterium phage Yuma	Unclassified	#D3D3D3
ON970600	Mycobacterium phage Quallification	Unclassified	#D3D3D3
ON970599	Gordonia phage Biskit	Unclassified	#D3D3D3
ON970598	Arthrobacter phage Sakai	Unclassified	#D3D3D3
ON970597	Mycobacterium phage Argent26	Unclassified	#D3D3D3
ON970596	Gordonia phage MrWormie	Unclassified	#D3D3D3
ON970595	Mycobacterium phage Rockne	Gracegardnervirinae	#6AE506
ON970594	Mycobacterium phage Soile	Bclasvirinae	#FB18D2
ON970593	Mycobacterium phage Blocker23	Bclasvirinae	#FB18D2
ON970592	Microbacterium phage Gingerbug	Unclassified	#D3D3D3
ON970588	Gordonia phage Bianmat	Unclassified	#D3D3D3
ON970585	Mycobacterium phage Sabbb	Gracegardnervirinae	#6AE506
ON970584	Microbacterium phage Corn21	Eekayvirinae	#C0E367
ON970583	Microbacterium phage TurboVicky	Unclassified	#D3D3D3
ON970582	Gordonia phage Shelley	Unclassified	#D3D3D3
ON970581	Microbacterium phage Phireproof	Unclassified	#D3D3D3
ON970580	Arthrobacter phage Kels	Unclassified	#D3D3D3
ON970577	Mycobacterium phage Dati	Bclasvirinae	#FB18D2
ON970576	Gordonia phage Survivors	Unclassified	#D3D3D3
ON970575	Mycobacterium phage Austelle	Bclasvirinae	#FB18D2
ON970571	Microbacterium phage Quartz	Unclassified	#D3D3D3
ON970569	Streptomyces phage JPandJE	Beephvirinae	#E5FC56
ON970568	Microbacterium phage Cen1621	Unclassified	#D3D3D3
ON970567	Gordonia phage KappaFarmDelta	Unclassified	#D3D3D3
ON970566	Mycobacterium phage Leozinho	Gracegardnervirinae	#6AE506
ON970564	Arthrobacter phage GantcherGoblin	Unclassified	#D3D3D3
ON970562	Mycobacterium phage Jarcob	Gracegardnervirinae	#6AE506
ON970561	Arthrobacter phage GlobiWarming	Unclassified	#D3D3D3
MT552976	Pectobacterium phage POP17	Vequintavirinae	#D4713F
MT560059	Pectobacterium phage POP15	Vequintavirinae	#D4713F
MT560058	Pectobacterium phage POP12	Unclassified	#D3D3D3
KJ801817	Enterococcus phage ECP3	Brockvirinae	#3F2485
ON585039	Enterobacter phage Entb_43	Tevenvirinae	#19205D
OP012469	Saline Natrinema sp. J7-1 virus 2	Unclassified	#D3D3D3
ON630910	Enterobacter phage Entb_45	Tevenvirinae	#19205D
OP068344	Microbacterium phage Zagie	Unclassified	#D3D3D3
OP068341	Mycobacterium phage Maby2021	Ceeclamvirinae	#CF66C9
OP068343	Microbacterium phage Cece	Unclassified	#D3D3D3
OP068337	Microbacterium phage Gazebo	Unclassified	#D3D3D3
OP068336	Microbacterium phage Grassboy	Unclassified	#D3D3D3
OP068333	Microbacterium phage Pavlo	Unclassified	#D3D3D3
OP068332	Microbacterium phage Wheelie	Unclassified	#D3D3D3
OP068331	Microbacterium phage Viceroy	Unclassified	#D3D3D3
OP068330	Microbacterium phage HerculesXL	Unclassified	#D3D3D3
ON724018	Microbacterium phage Eula	Unclassified	#D3D3D3
ON724017	Arthrobacter phage Gorpy	Unclassified	#D3D3D3
ON724015	Gordonia phage Sticker17	Unclassified	#D3D3D3
ON724013	Mycobacterium phage Padpat	Weiservirinae	#56CE0C
ON724011	Gordonia phage Malachai	Unclassified	#D3D3D3
ON724010	Microbacterium phage PineapplePizza	Unclassified	#D3D3D3
ON724009	Gordonia phage Meyran	Unclassified	#D3D3D3
ON755184	Gordonia phage DalanDe	Unclassified	#D3D3D3
ON755183	Microbacterium phage Sparcetus	Unclassified	#D3D3D3
ON755180	Arthrobacter phage Aoka	Unclassified	#D3D3D3
OP177727	Escherichia phage pEC-M2929-1AR.1	Stephanstirmvirinae	#781BA9
ON169962	Salmonella phage BRM 13313	Cvivirinae	#2B92B3
ON169961	Salmonella phage BRM 13312	Cvivirinae	#2B92B3
ON169963	Salmonella phage BRM 13314	Cvivirinae	#2B92B3
MT724048	Staphylococcus phage SAP3	Unclassified	#D3D3D3
MK801680	Staphylococcus phage SAP8	Unclassified	#D3D3D3
ON506928	Enterococcus phage TJE2	Brockvirinae	#3F2485
ON506927	Enterococcus phage TJE1	Brockvirinae	#3F2485
ON506926	Enterococcus phage TJE4	Andrewesvirinae	#5BEB68
ON814136	Staphylococcus phage vB_SauM-V1SA22	Twortvirinae	#18F1A6
ON814134	Staphylococcus phage vB_SauM-V1SA19	Twortvirinae	#18F1A6
OP171943	Klebsiella phage GZ8	Unclassified	#D3D3D3
OP171942	Acinetobacter phage AbpL	Beijerinckvirinae	#C2AD13
OP079919	Klebsiella phage KPN8	Unclassified	#D3D3D3
OP079918	Klebsiella phage KPN7	Molineuxvirinae	#626F17
ON856258	Staphylococcus phage A12-4PHSA25	Unclassified	#D3D3D3
ON856257	Staphylococcus phage 1PHSA12	Unclassified	#D3D3D3
ON778007	Pseudomonas phage vB_Pae_LC3I3	Unclassified	#D3D3D3
ON778006	Pseudomonas phage vB_Pae_HB2107-3I	Unclassified	#D3D3D3
ON687736	Mycobacterium phage Kashi_RDG1	Weiservirinae	#56CE0C
ON687735	Mycobacterium phage Kashi_VT1	Weiservirinae	#56CE0C
OP021680	Streptomyces phage Stanimal	Boydwoodruffvirinae	#053063
OP235318	Staphylococcus phage SYL	Twortvirinae	#18F1A6
OP197928	Shigella phage A2	Tevenvirinae	#19205D
OP186293	Rhodobacter phage RcXuper	Unclassified	#D3D3D3
OP168898	Escherichia phage ZCEC14	Tevenvirinae	#19205D
OP046317	Escherichia phage PEC14	Unclassified	#D3D3D3
OP022426	Clostridium phage vB_CpeP_PM11	Denniswatsonvirinae	#651245
OP018999	Escherichia phage NTNC80A	Molineuxvirinae	#626F17
ON653033	Pseudomonas phage PH826	Unclassified	#D3D3D3
OM962992	Proteus phage Q29	Unclassified	#D3D3D3
OP125534	Vibrio phage vB_VaM_H2	Unclassified	#D3D3D3
OP123707	Vibrio phage phiKT1028	Gorgonvirinae	#679A5A
OP125547	Klebsiella phage vB_KpnP_Klyazma	Unclassified	#D3D3D3
OP114732	Klebsiella phage GZ7	Unclassified	#D3D3D3
OP094641	Escherichia phage Lg3	Tunavirinae	#28E0A3
OP136151	Escherichia phage Pondi	Unclassified	#D3D3D3
OM032871	Klebsiella phage vB_KpnS-VAC110	Unclassified	#D3D3D3
MZ571833	Klebsiella phage vB_KpnS-VAC112	Unclassified	#D3D3D3
MZ571831	Klebsiella phage vB_KpnS-VAC70	Unclassified	#D3D3D3
MZ571827	Klebsiella phage vB_KpnM-VAC25	Slopekvirinae	#AE8C74
MZ571834	Klebsiella phage vB_KpnS-VAC113	Unclassified	#D3D3D3
MZ571832	Klebsiella phage vB_KpnP-VAC71	Studiervirinae	#F8AC65
MZ571830	Klebsiella phage vB_KpnS-VAC51	Unclassified	#D3D3D3
MZ571828	Klebsiella phage vB_KpnS-VAC35	Unclassified	#D3D3D3
MZ612130	Klebsiella phage vB_KpnM-VAC66	Unclassified	#D3D3D3
ON637763	Gordonia phage Chop	Unclassified	#D3D3D3
MW924642	Microbacterium phage BarBear	Pelczarvirinae	#CA62FF
MW507127	Microbacterium phage Wolfpack	Pelczarvirinae	#CA62FF
MW055909	Microbacterium phage Namsahir	Pelczarvirinae	#CA62FF
MW055907	Microbacterium phage JoBros	Pelczarvirinae	#CA62FF
MW321655	Microbacterium phage Lunatic	Pelczarvirinae	#CA62FF
MW291020	Microbacterium phage Jerky	Pelczarvirinae	#CA62FF
MT952850	Microbacterium phage Sippinontea	Pelczarvirinae	#CA62FF
MT657332	Microbacterium phage NeumannU	Pelczarvirinae	#CA62FF
MT776807	Microbacterium phage Majesty	Pelczarvirinae	#CA62FF
MT639647	Microbacterium phage JRok	Pelczarvirinae	#CA62FF
MT639642	Microbacterium phage YertPhresh	Pelczarvirinae	#CA62FF
MT521990	Microbacterium phage Bri160	Pelczarvirinae	#CA62FF
MT498067	Microbacterium phage Bullzi2019	Pelczarvirinae	#CA62FF
MT498065	Microbacterium phage PoRanda	Pelczarvirinae	#CA62FF
MT498051	Microbacterium phage Jahseh	Pelczarvirinae	#CA62FF
MT498047	Microbacterium phage TinyTruffula	Pelczarvirinae	#CA62FF
MT498046	Microbacterium phage Hernandez44	Pelczarvirinae	#CA62FF
MT498040	Microbacterium phage Livingwater	Pelczarvirinae	#CA62FF
MT498038	Microbacterium phage Luxx	Pelczarvirinae	#CA62FF
MT310864	Microbacterium phage Nobel	Pelczarvirinae	#CA62FF
MT316462	Microbacterium phage Danno	Pelczarvirinae	#CA62FF
MT316459	Microbacterium phage Otwor	Pelczarvirinae	#CA62FF
MT316458	Microbacterium phage McShie	Pelczarvirinae	#CA62FF
MN585990	Microbacterium phage Azizam	Pelczarvirinae	#CA62FF
MN586010	Microbacterium phage HarperAnne	Pelczarvirinae	#CA62FF
MN586008	Microbacterium phage Scrunchy	Pelczarvirinae	#CA62FF
MN369745	Microbacterium phage Kaijohn	Pelczarvirinae	#CA62FF
MN428064	Microbacterium phage Owens	Pelczarvirinae	#CA62FF
MN428062	Microbacterium phage TeddyBoy	Pelczarvirinae	#CA62FF
MN284892	Microbacterium phage Bradley2	Pelczarvirinae	#CA62FF
MN329679	Microbacterium phage Vanisius	Pelczarvirinae	#CA62FF
MN234191	Microbacterium phage Naby	Pelczarvirinae	#CA62FF
MN010759	Microbacterium phage Ciel	Pelczarvirinae	#CA62FF
MN010755	Microbacterium phage Slentz	Pelczarvirinae	#CA62FF
MK801730	Microbacterium phage Belthelas	Pelczarvirinae	#CA62FF
MK878899	Microbacterium phage Hulk	Pelczarvirinae	#CA62FF
MK894434	Microbacterium phage LaviMo	Pelczarvirinae	#CA62FF
MK620897	Microbacterium phage Rhysand	Pelczarvirinae	#CA62FF
MK524502	Microbacterium phage TimoTea	Pelczarvirinae	#CA62FF
MH744416	Microbacterium phage Dongwon	Pelczarvirinae	#CA62FF
MH825700	Microbacterium phage Efeko	Pelczarvirinae	#CA62FF
MH779512	Microbacterium phage Miaurora	Pelczarvirinae	#CA62FF
MH651181	Microbacterium phage Minima	Pelczarvirinae	#CA62FF
MH576963	Microbacterium phage Scamander	Pelczarvirinae	#CA62FF
MH509446	Gordonia phage DelRio	Unclassified	#D3D3D3
MH399783	Microbacterium phage Noelani	Pelczarvirinae	#CA62FF
MH371111	Microbacterium phage Quaker	Pelczarvirinae	#CA62FF
MH371118	Microbacterium phage KayPaulus	Pelczarvirinae	#CA62FF
MH371124	Microbacterium phage VitulaEligans	Pelczarvirinae	#CA62FF
MH045561	Microbacterium phage PaoPu	Pelczarvirinae	#CA62FF
MH045557	Microbacterium phage BurtonThePup	Pelczarvirinae	#CA62FF
MH045556	Microbacterium phage BonaeVitae	Pelczarvirinae	#CA62FF
KP792622	Verrucomicrobia phage P8625	Unclassified	#D3D3D3
MZ570427	Microcystis phage Mae-Yong924-2	Unclassified	#D3D3D3
ON996340	Xanthomonas phage BsXeu269p/3	Kantovirinae	#FD0D46
ON989481	Staphylococcus phage phiSa2wa-st5.2	Unclassified	#D3D3D3
ON872379	Vibrio phage vB_VpaP_1701	Unclassified	#D3D3D3
ON872163	Pectobacterium phage Mimer	Unclassified	#D3D3D3
ON911718	Staphylococcus phage SAP13_TA-2022	Azeredovirinae	#1CE9F7
ON911715	Staphylococcus phage SAP2_TA-2022	Azeredovirinae	#1CE9F7
ON911714	Staphylococcus phage SAP1_TA-2022	Azeredovirinae	#1CE9F7
OP009288	Rhodobacter phage RcWhiteOak	Unclassified	#D3D3D3
OP009287	Rhodobacter phage RcWata	Unclassified	#D3D3D3
OP009286	Rhodobacter phage RcSwan	Unclassified	#D3D3D3
OP009285	Rhodobacter phage RcRudolph	Unclassified	#D3D3D3
OP009284	Rhodobacter phage RcPeripeteia	Unclassified	#D3D3D3
OP009283	Rhodobacter phage RcPacific	Unclassified	#D3D3D3
OP009282	Rhodobacter phage RcMotherGoose	Unclassified	#D3D3D3
OP009281	Rhodobacter phage RcMenchie	Unclassified	#D3D3D3
OP009280	Rhodobacter phage RcMeacham	Unclassified	#D3D3D3
OP009279	Rhodobacter phage RcMcLean	Unclassified	#D3D3D3
OP009278	Rhodobacter phage RcMamaDuck	Unclassified	#D3D3D3
OP009277	Rhodobacter phage RcMaeve	Unclassified	#D3D3D3
OP009276	Rhodobacter phage RcLkye	Unclassified	#D3D3D3
OP009275	Rhodobacter phage RcKvothe	Unclassified	#D3D3D3
