Node_ID	Description	Host	Colour (Host)
KT337340	Streptococcus phage phiARI0031	Streptococcus	#210ABF
KT337341	Streptococcus phage phiARI0131-1	Streptococcus	#210ABF
KT337342	Streptococcus phage phiARI0131-2	Streptococcus	#210ABF
KT337345	Streptococcus phage phiARI0285-1	Streptococcus	#210ABF
KT337347	Streptococcus phage phiARI0285-3	Streptococcus	#210ABF
KT337352	Streptococcus phage phiARI0460-1	Streptococcus	#210ABF
KT337353	Streptococcus phage phiARI0460-2	Streptococcus	#210ABF
KT337354	Streptococcus phage phiARI0462	Streptococcus	#210ABF
KT337355	Streptococcus phage phiARI0468-1	Streptococcus	#210ABF
KT337356	Streptococcus phage phiARI0468-2	Streptococcus	#210ABF
KT337358	Streptococcus phage phiARI0468-4	Streptococcus	#210ABF
KT337365	Streptococcus phage phiARI0746	Streptococcus	#210ABF
KT337370	Streptococcus phage phiARI0923	Streptococcus	#210ABF
KU310944	Pseudomonas phage YMC11/06/C171_PPU_BP	Pseudomonas	#71EB7E
KU310943	Pseudomonas phage YMC11/07/P54_PAE_BP	Pseudomonas	#71EB7E
KU535860	Pseudomonas phage O4	Pseudomonas	#71EB7E
KU594607	Cyanophage S-RIM44	Synechococcus	#B636D9
KU594606	Cyanophage S-RIM32	Synechococcus	#B636D9
KU594605	Cyanophage S-RIM50	Synechococcus	#B636D9
KT361657	Paenibacillus phage Diane	Paenibacillus	#1A5263
KT361656	Paenibacillus phage Vadim	Paenibacillus	#1A5263
KT361655	Paenibacillus phage Hayley	Paenibacillus	#1A5263
KT361654	Paenibacillus phage Vegas	Paenibacillus	#1A5263
KT361653	Paenibacillus phage Paisley	Paenibacillus	#1A5263
KT361652	Paenibacillus phage Xenia	Paenibacillus	#1A5263
KT361651	Paenibacillus phage Harrison	Paenibacillus	#1A5263
KT361650	Paenibacillus phage Willow	Paenibacillus	#1A5263
KT361649	Paenibacillus phage Fern	Paenibacillus	#1A5263
KP313532	Achromobacter phage phiAxp-1	Achromobacter	#190F75
KU522583	Enterobacteria phage ECGD1	Enterobacteria	#910522
KP793119	Lactococcus phage 936 group phage Phi10.5	Lactococcus	#6E0708
KP793111	Lactococcus phage 936 group phage Phi19.2	Lactococcus	#6E0708
KP793135	Lactococcus phage 936 group phage Phi.16	Lactococcus	#6E0708
KP793134	Lactococcus phage 936 group phage PhiS0139	Lactococcus	#6E0708
KP793133	Lactococcus phage 936 group phage PhiLj	Lactococcus	#6E0708
KP793132	Lactococcus phage 936 group phage PhiM1127	Lactococcus	#6E0708
KP793131	Lactococcus phage 936 group phage PhiE1127	Lactococcus	#6E0708
KP793130	Lactococcus phage 936 group phage Phi155	Lactococcus	#6E0708
KP793129	Lactococcus phage 936 group phage PhiJF1	Lactococcus	#6E0708
KP793128	Lactococcus phage 936 group phage PhiM.16	Lactococcus	#6E0708
KP793127	Lactococcus phage 936 group phage Phi40	Lactococcus	#6E0708
KP793126	Lactococcus phage 936 group phage PhiM.5	Lactococcus	#6E0708
KP793125	Lactococcus phage 936 group phage Phi91127	Lactococcus	#6E0708
KP793124	Lactococcus phage 936 group phage Phi44	Lactococcus	#6E0708
KP793123	Lactococcus phage 936 group phage Phi4.2	Lactococcus	#6E0708
KP793122	Lactococcus phage 936 group phage PhiL.6	Lactococcus	#6E0708
KP793121	Lactococcus phage 936 group phage Phi109	Lactococcus	#6E0708
KP793120	Lactococcus phage 936 group phage PhiL.18	Lactococcus	#6E0708
KP793118	Lactococcus phage 936 group phage PhiF0139	Lactococcus	#6E0708
KP793117	Lactococcus phage 936 group phage PhiG	Lactococcus	#6E0708
KP793116	Lactococcus phage 936 group phage Phi13.16	Lactococcus	#6E0708
KP793115	Lactococcus phage 936 group phage Phi114	Lactococcus	#6E0708
KP793114	Lactococcus phage 936 group phage Phi17	Lactococcus	#6E0708
KP793113	Lactococcus phage 936 group phage PhiF.17	Lactococcus	#6E0708
KP793112	Lactococcus phage 936 group phage Phi129	Lactococcus	#6E0708
KP793110	Lactococcus phage 936 group phage Phi43	Lactococcus	#6E0708
KP793109	Lactococcus phage 936 group phage PhiC0139	Lactococcus	#6E0708
KP793108	Lactococcus phage 936 group phage Phi5.12	Lactococcus	#6E0708
KP793107	Lactococcus phage 936 group phage PhiD.18	Lactococcus	#6E0708
KP793106	Lactococcus phage 936 group phage PhiA1127	Lactococcus	#6E0708
KP793105	Lactococcus phage 936 group phage Phi19.3	Lactococcus	#6E0708
KP793104	Lactococcus phage 936 group phage PhiB1127	Lactococcus	#6E0708
KP793103	Lactococcus phage 936 group phage Phi19	Lactococcus	#6E0708
KP793102	Lactococcus phage 936 group phage PhiA.16	Lactococcus	#6E0708
KP793101	Lactococcus phage 936 group phage Phi4	Lactococcus	#6E0708
KT337346	Streptococcus phage phiARI0285-2	Streptococcus	#210ABF
KT337348	Streptococcus phage phiARI0378	Streptococcus	#210ABF
KT337349	Streptococcus phage phiARI0399	Streptococcus	#210ABF
KT337360	Streptococcus phage phiARI0578	Streptococcus	#210ABF
KJ628499	Acinetobacter phage vB_AbaM_phiAbaA1	Acinetobacter	#B3DDB9
KC595513	Bacillus phage Shanette	Bacillus	#512970
KC595512	Bacillus phage JL	Bacillus	#512970
KC595511	Bacillus phage Basilisk	Bacillus	#512970
KT321317	Achromobacter phage phiAxp-3	Achromobacter	#190F75
KT724718	Brucella phage BiPBO1	Brucella	#6514B1
KU645528	Acidianus tailed spindle virus	Acidianus	#7A3690
KU298437	Escherichia phage phiON-2011	Escherichia	#9DB81D
KU497559	Pseudomonas phage K5	Pseudomonas	#71EB7E
KU199710	Pseudomonas phage JBD44	Pseudomonas	#71EB7E
KU199709	Pseudomonas phage JBD93	Pseudomonas	#71EB7E
KU199708	Pseudomonas phage JBD69	Pseudomonas	#71EB7E
KU199707	Pseudomonas phage JBD16C	Pseudomonas	#71EB7E
HG813241	Cronobacter phage Dev2	Cronobacter	#C66762
KT344895	Staphylococcus phage phiJB	Staphylococcus	#C3B1D8
FN436268	Acaryochloris phage A-HIS1	Acaryochloris	#AD2F38
LC121084	Ralstonia phage RSP15	Ralstonia	#041D1D
KT345706	Vibrio phage vB_VorS-PVo5	Vibrio	#090662
KP340288	Pseudomonas phage phiKTN6	Pseudomonas	#71EB7E
KP340287	Pseudomonas phage phiKT28	Pseudomonas	#71EB7E
KP343639	Ralstonia phage phiITL-1	Ralstonia	#041D1D
KT887559	Pseudomonas phage phi3	Pseudomonas	#71EB7E
KT887558	Pseudomonas phage phi2	Pseudomonas	#71EB7E
KT887557	Pseudomonas phage phi1	Pseudomonas	#71EB7E
KU160496	Bacillus phage vB_BhaS-171	Bacillus	#512970
KU160495	Exiguobacterium phage vB_EauS-123	Exiguobacterium	#568942
KU160494	Vibrio phage vB_VmeM-32	Vibrio	#090662
KU255730	Escherichia phage phiE142	Escherichia	#9DB81D
LN913017	Pseudomonas phage HC15b2	Pseudomonas	#71EB7E
LN907801	Bacteriophage sp.	Unspecified	#D3D3D3
KU052038	Escherichia phage SerU-LTIIb	Escherichia	#9DB81D
KU052037	Escherichia phage Rac-SA53	Escherichia	#9DB81D
KR072689	Paracoccus phage Shpa	Paracoccus	#74A53C
KC900378	Pseudomonas phage LKA5	Pseudomonas	#71EB7E
KC821634	Cellulophaga phage phi47:1	Cellulophaga	#E0725B
KC821633	Cellulophaga phage phi13:2	Cellulophaga	#E0725B
KC821632	Cellulophaga phage phi4:1	Cellulophaga	#E0725B
KC821631	Cellulophaga phage phi48:1	Cellulophaga	#E0725B
KC821630	Cellulophaga phage phi3:1	Cellulophaga	#E0725B
KC821629	Cellulophaga phage phi38:2	Cellulophaga	#E0725B
KC821628	Cellulophaga phage phi18:4	Cellulophaga	#E0725B
KC821627	Cellulophaga phage phi18:2	Cellulophaga	#E0725B
KC821626	Cellulophaga phage phi39:1	Cellulophaga	#E0725B
KC821625	Cellulophaga phage phi13:1	Cellulophaga	#E0725B
KC821624	Cellulophaga phage phi14:2	Cellulophaga	#E0725B
KC821623	Cellulophaga phage phi12a:1	Cellulophaga	#E0725B
KC821622	Cellulophaga phage phi46:3	Cellulophaga	#E0725B
KC821621	Cellulophaga phage phi19:2	Cellulophaga	#E0725B
KC821620	Cellulophaga phage phi18:3	Cellulophaga	#E0725B
KC821619	Cellulophaga phage phi18:1	Cellulophaga	#E0725B
KC821618	Cellulophaga phage phi10:1	Cellulophaga	#E0725B
KC821617	Cellulophaga phage phi17:1	Cellulophaga	#E0725B
KC821616	Cellulophaga phage phiSM	Cellulophaga	#E0725B
KC821615	Cellulophaga phage phi12:3	Cellulophaga	#E0725B
KC821614	Cellulophaga phage phi38:1	Cellulophaga	#E0725B
KC821613	Cellulophaga phage phi12:1	Cellulophaga	#E0725B
KC821612	Cellulophaga phage phi40:1	Cellulophaga	#E0725B
KC821611	Cellulophaga phage phi46:1	Cellulophaga	#E0725B
KC821610	Cellulophaga phage phi3ST:2	Cellulophaga	#E0725B
KC821609	Cellulophaga phage phi17:2	Cellulophaga	#E0725B
KC821608	Cellulophaga phage phi19:3	Cellulophaga	#E0725B
KC821607	Cellulophaga phage phi19:1	Cellulophaga	#E0725B
KC821606	Cellulophaga phage phi12:2	Cellulophaga	#E0725B
KC821604	Cellulophaga phage phiST	Cellulophaga	#E0725B
KC758116	Pseudomonas phage LKO4	Pseudomonas	#71EB7E
KU183006	Klebsiella phage vB_KpnP_IME205	Klebsiella	#B2CA1A
KU297675	Pseudomonas phage PaoP5	Pseudomonas	#71EB7E
LC105990	Pseudomonas phage KPP22M3	Pseudomonas	#71EB7E
LC105989	Pseudomonas phage KPP22M2	Pseudomonas	#71EB7E
LC105988	Pseudomonas phage KPP22M1	Pseudomonas	#71EB7E
LC105987	Pseudomonas phage KPP22	Pseudomonas	#71EB7E
KT381879	Caulobacter phage Percy	Caulobacter	#617482
KF188410	Lactobacillus phage phiLdb	Lactobacillus	#AD6FEE
KP861230	Acinetobacter phage YMC11/11/R3177	Acinetobacter	#B3DDB9
KP792623	Rhodoferax phage P26218	Rhodoferax	#7992CF
KC310806	Synechococcus phage S-CBP2	Synechococcus	#B636D9
KC310805	Synechococcus phage S-CBP42	Synechococcus	#B636D9
KC310804	Synechococcus phage S-CBP4	Synechococcus	#B636D9
KC310803	Synechococcus phage S-CBP3	Synechococcus	#B636D9
KC310802	Synechococcus phage S-CBP1	Synechococcus	#B636D9
KM896878	Escherichia phage YD-2008.s	Escherichia	#9DB81D
LN889995	Pseudomonas phage 17A	Pseudomonas	#71EB7E
KT968832	Pseudomonas phage YMC11/11/R1836	Pseudomonas	#71EB7E
KT968831	Pseudomonas phage YMC11/02/R656	Pseudomonas	#71EB7E
KT964103	Klebsiella phage KpV41	Klebsiella	#B2CA1A
KT962247	Cellulophaga phage phi17:2_18	Cellulophaga	#E0725B
KT962246	Cellulophaga phage phi4:1_18	Cellulophaga	#E0725B
KT962245	Cellulophaga phage phi4:1_13	Cellulophaga	#E0725B
KU064779	Pseudomonas phage PPPL-1	Pseudomonas	#71EB7E
KT970646	Bacillus phage phiS58	Bacillus	#512970
KT970645	Bacillus phage phi4J1	Bacillus	#512970
KJ716334	Staphylococcus phage SA97	Staphylococcus	#C3B1D8
KC969441	Pseudomonas phage MBL	Pseudomonas	#71EB7E
KF766125	Shigella phage 75/02 Stx	Shigella	#6ACD74
KT962832	Salmonella phage fSE1C	Salmonella	#9348B1
KT967075	Bacillus phage phi4I1	Bacillus	#512970
KR709303	Staphylococcus phage 55-3	Staphylococcus	#C3B1D8
KR709302	Staphylococcus phage 55-2	Staphylococcus	#C3B1D8
KR093656	Moraxella phage Mcat32	Moraxella	#A36EF1
KR093655	Moraxella phage Mcat31	Moraxella	#A36EF1
KR093654	Moraxella phage Mcat30	Moraxella	#A36EF1
KR093653	Moraxella phage Mcat29	Moraxella	#A36EF1
KR093652	Moraxella phage Mcat28	Moraxella	#A36EF1
KR093651	Moraxella phage Mcat27	Moraxella	#A36EF1
KR093650	Moraxella phage Mcat26	Moraxella	#A36EF1
KR093649	Moraxella phage Mcat25	Moraxella	#A36EF1
KR093648	Moraxella phage Mcat24	Moraxella	#A36EF1
KR093647	Moraxella phage Mcat23	Moraxella	#A36EF1
KR093646	Moraxella phage Mcat22	Moraxella	#A36EF1
KR093645	Moraxella phage Mcat21	Moraxella	#A36EF1
KR093644	Moraxella phage Mcat20	Moraxella	#A36EF1
KR093643	Moraxella phage Mcat19	Moraxella	#A36EF1
KR093642	Moraxella phage Mcat18	Moraxella	#A36EF1
KR093641	Moraxella phage Mcat17	Moraxella	#A36EF1
KR093640	Moraxella phage Mcat16	Moraxella	#A36EF1
KR093639	Moraxella phage Mcat15	Moraxella	#A36EF1
KR093638	Moraxella phage Mcat14	Moraxella	#A36EF1
KR093637	Moraxella phage Mcat13	Moraxella	#A36EF1
KR093636	Moraxella phage Mcat12	Moraxella	#A36EF1
KR093635	Moraxella phage Mcat11	Moraxella	#A36EF1
KR093634	Moraxella phage Mcat10	Moraxella	#A36EF1
KR093633	Moraxella phage Mcat9	Moraxella	#A36EF1
KR093632	Moraxella phage Mcat8	Moraxella	#A36EF1
KR093631	Moraxella phage Mcat7	Moraxella	#A36EF1
KR093630	Moraxella phage Mcat6	Moraxella	#A36EF1
KR093629	Moraxella phage Mcat5	Moraxella	#A36EF1
KR093628	Moraxella phage Mcat4	Moraxella	#A36EF1
KR093627	Moraxella phage Mcat3	Moraxella	#A36EF1
KR093626	Moraxella phage Mcat2	Moraxella	#A36EF1
KR093625	Moraxella phage Mcat1	Moraxella	#A36EF1
KJ749827	Escherichia phage ECBP5	Escherichia	#9DB81D
LN887844	Pseudomonas phage VCM	Pseudomonas	#71EB7E
HG803185	Escherichia phage P13357	Escherichia	#9DB81D
HG803184	Escherichia phage P13353	Escherichia	#9DB81D
HG803183	Escherichia phage P13368	Escherichia	#9DB81D
HG803182	Escherichia phage P13363	Escherichia	#9DB81D
KP881232	Sinorhizobium phage phiM9	Sinorhizobium	#A81C59
KT372698	Pseudomonas phage Triton	Pseudomonas	#71EB7E
KT372697	Pseudomonas phage Smee	Pseudomonas	#71EB7E
KT372696	Pseudomonas phage Poseidon	Pseudomonas	#71EB7E
KT372695	Pseudomonas phage Nessie	Pseudomonas	#71EB7E
KT372694	Pseudomonas phage Nemo	Pseudomonas	#71EB7E
KT372693	Pseudomonas phage Kula	Pseudomonas	#71EB7E
KT372692	Pseudomonas phage Kraken	Pseudomonas	#71EB7E
KT372691	Pseudomonas phage Jollyroger	Pseudomonas	#71EB7E
KT372690	Pseudomonas phage Gallinipper	Pseudomonas	#71EB7E
KT932418	Vibrio phage qdvp001	Vibrio	#090662
KT728931	Vibrio phage pre-CTX	Vibrio	#090662
KT728930	Vibrio phage pre-CTX	Vibrio	#090662
HQ832595	Pseudomonas phage PaP1	Pseudomonas	#71EB7E
KT934943	Klebsiella phage vB_KpnM_KB57	Klebsiella	#B2CA1A
KT934381	Propionibacterium phage PA1-14	Propionibacterium	#F50B8F
KT852574	Yersinia phage vB_YenP_AP10	Yersinia	#0385AB
KT151958	Brevibacillus phage Powder	Brevibacillus	#E23525
KT151959	Brevibacillus phage Sundance	Brevibacillus	#E23525
KT207918	Bacillus phage Eyuki	Bacillus	#512970
KT307976	Bacillus phage AvesoBmore	Bacillus	#512970
KT151957	Brevibacillus phage SecTim467	Brevibacillus	#E23525
KT151956	Brevibacillus phage Osiris	Brevibacillus	#E23525
KT151955	Brevibacillus phage Jenst	Brevibacillus	#E23525
KT388103	Acinetobacter phage vB_AbaP_PD-AB9	Acinetobacter	#B3DDB9
KT388102	Acinetobacter phage vB_AbaP_PD-6A3	Acinetobacter	#B3DDB9
KP211958	Cyanophage P-TIM40	Prochlorococcus	#CCF2F2
KJ676859	Bacillus phage JBP901	Bacillus	#512970
KP063902	Bacillus phage BalMu-1	Bacillus	#512970
KP063903	Bacillus phage BalMu-1	Bacillus	#512970
KT254133	Pbunalikevirus phiFenriz	Unspecified	#D3D3D3
KT254132	Pbunalikevirus phiHabibi	Unspecified	#D3D3D3
KT254131	Pbunalikevirus phiMoody	Unspecified	#D3D3D3
KT254130	Pbunalikevirus phiVader	Unspecified	#D3D3D3
KT588074	Acinetobacter phage Ab105-1phi	Acinetobacter	#B3DDB9
KT825490	Escherichia phage C119	Escherichia	#9DB81D
KT367887	Klebsiella phage vB_Kp3	Klebsiella	#B2CA1A
KT367886	Klebsiella phage Kp2	Klebsiella	#B2CA1A
KT367885	Klebsiella phage vB_Kp1	Klebsiella	#B2CA1A
KT804923	Pseudomonas phage C11	Pseudomonas	#71EB7E
KP282680	Sulfolobales Virus YNP2	Unspecified	#D3D3D3
KP282679	Sulfolobales virus YNP1	Unspecified	#D3D3D3
KR011061	Skermania phage SPI1	Skermania	#EB13DA
KJ081346	Bacillus phage BCP8-2	Bacillus	#512970
HG792105	Escherichia phage P14437	Escherichia	#9DB81D
HG792104	Escherichia phage P13771	Escherichia	#9DB81D
HG792102	Escherichia phage P13803	Escherichia	#9DB81D
KR136260	Polaribacter phage P12002S	Polaribacter	#F04FD0
KR136259	Polaribacter phage P12002L	Polaribacter	#F04FD0
KR270151	Salmonella phage f18SE	Salmonella	#9348B1
KT001919	Klebsiella phage Miro	Klebsiella	#B2CA1A
KT001918	Klebsiella phage Matisse	Klebsiella	#B2CA1A
KT001917	Escherichia phage Murica	Escherichia	#9DB81D
KT001916	Citrobacter phage Michonne	Citrobacter	#E15100
KT001915	Citrobacter phage Merlin	Citrobacter	#E15100
KT001914	Caulobacter phage Seuss	Caulobacter	#617482
KT001913	Caulobacter phage Sansa	Caulobacter	#617482
KT001912	Bacillus phage Silence	Bacillus	#512970
LN887948	Escherichia phage slur09	Escherichia	#9DB81D
KT429161	Staphylococcus phage StB20-like	Staphylococcus	#C3B1D8
KT429160	Staphylococcus phage SPbeta-like	Staphylococcus	#C3B1D8
LN828717	Synechococcus phage S-PM2	Synechococcus	#B636D9
KP282678	Sulfolobus monocaudavirus SMV4	Sulfolobus	#4CDE31
KP282677	Sulfolobus monocaudavirus SMV3	Sulfolobus	#4CDE31
KP282676	Hydrogenobaculum phage 1	Hydrogenobaculum	#073556
KP282675	Acidianus rod-shaped virus 2	Acidianus	#7A3690
KP282674	Acidianus bottle-shaped virus 3 strain ABV3	Acidianus	#7A3690
KP282673	Acidianus bottle-shaped virus 2 strain ABV2	Acidianus	#7A3690
KT021004	Thermobifida phage P1312	Thermobifida	#067758
KP238129	Sulfolobus monocaudavirus SMV2	Sulfolobus	#4CDE31
KM209228	Dickeya phage phiD3	Dickeya	#3D9CBF
JQ067087	Pseudomonas phage PaMx11	Pseudomonas	#71EB7E
JQ067089	Pseudomonas phage PaMx28	Pseudomonas	#71EB7E
JQ067092	Pseudomonas phage PaMx42	Pseudomonas	#71EB7E
JQ067093	Pseudomonas phage PaMx74	Pseudomonas	#71EB7E
KR063268	Vibrio phage pre-CTX	Vibrio	#090662
KR063267	Vibrio phage pre-CTX	Vibrio	#090662
KR869157	Pseudomonas phage vB_PaeM_CEB_DP1	Pseudomonas	#71EB7E
KT339177	Lactococcus phage GE1	Lactococcus	#6E0708
KP682391	Escherichia phage PA51	Escherichia	#9DB81D
KP682376	Escherichia phage PA12	Escherichia	#9DB81D
KP682392	Escherichia phage PA52	Escherichia	#9DB81D
KP682390	Escherichia phage PA50	Escherichia	#9DB81D
KP682389	Escherichia phage PA45	Escherichia	#9DB81D
KP682388	Escherichia phage PA44	Escherichia	#9DB81D
KP682387	Escherichia phage PA42	Escherichia	#9DB81D
KP682386	Escherichia phage PA36	Escherichia	#9DB81D
KP682385	Escherichia phage PA33	Escherichia	#9DB81D
KP682384	Escherichia phage PA32	Escherichia	#9DB81D
KP682383	Escherichia phage PA30	Escherichia	#9DB81D
KP682382	Escherichia phage PA29	Escherichia	#9DB81D
KP682381	Escherichia phage PA28	Escherichia	#9DB81D
KP682380	Escherichia phage PA27	Escherichia	#9DB81D
KP682379	Escherichia phage PA21	Escherichia	#9DB81D
KP682378	Escherichia phage PA18	Escherichia	#9DB81D
KP682377	Escherichia phage PA16	Escherichia	#9DB81D
KP682375	Escherichia phage PA11	Escherichia	#9DB81D
KP682374	Escherichia phage PA8	Escherichia	#9DB81D
KP682373	Escherichia phage PA5	Escherichia	#9DB81D
KP682372	Escherichia phage PA4	Escherichia	#9DB81D
KP682371	Escherichia phage PA2	Escherichia	#9DB81D
KJ959591	Pseudomonas phage PAN70	Pseudomonas	#71EB7E
AB063393	Thermus virus IN93	Thermus	#C60BAD
KR153145	Streptococcus phage APCM01	Streptococcus	#210ABF
KF279417	Mycobacterium phage Quink	Mycobacterium	#D4440F
KT388093	Streptococcus phage A25	Streptococcus	#210ABF
KT626446	Bacillus phage phi4B1	Bacillus	#512970
KT588072	Enterococcus phage IME-EFm5	Enterococcus	#AD269D
KT319626	Listeria phage WIL-3	Listeria	#7CFB5A
KT319620	Listeria phage WIL-3	Listeria	#7CFB5A
KT319607	Listeria phage WIL-3	Listeria	#7CFB5A
KT319602	Listeria phage WIL-3	Listeria	#7CFB5A
KT319599	Listeria phage WIL-2	Listeria	#7CFB5A
KT319598	Listeria phage WIL-2	Listeria	#7CFB5A
KT319597	Listeria phage WIL-2	Listeria	#7CFB5A
KT381880	Citrobacter phage Margaery	Citrobacter	#E15100
KT221034	Streptomyces phage SF3	Streptomyces	#C27069
KP790010	Gordonia phage GordDuk1	Gordonia	#5B1787
KP790009	Gordonia phage Gmala1	Gordonia	#5B1787
KP790008	Gordonia phage GordTnk2	Gordonia	#5B1787
AB916497	Ralstonia phage RS138	Ralstonia	#041D1D
KT321316	Achromobacter phage phiAxp-2	Achromobacter	#190F75
LN878149	Cronobacter phage Dev-CD-23823	Cronobacter	#C66762
KR537872	Stenotrophomonas phage vB_SmaS-DLP_1	Stenotrophomonas	#FF2DDE
KR537871	Stenotrophomonas phage vB_SmaS-DLP_2	Stenotrophomonas	#FF2DDE
KM873719	Flavobacterium phage FCL-2	Flavobacterium	#A2905C
KP137439	Mannheimia phage vB_MhS_3927AP1	Mannheimia	#7E6546
KP137437	Mannheimia phage vB_MhS_1152AP2	Mannheimia	#7E6546
KP137433	Mannheimia phage vB_MhS_535AP2	Mannheimia	#7E6546
KP137440	Mannheimia phage vB_MhM_3927AP2	Mannheimia	#7E6546
KP137438	Mannheimia phage vB_MhM_2256AP1	Mannheimia	#7E6546
KP137436	Mannheimia phage vB_MhM_1127AP1	Mannheimia	#7E6546
KP137435	Mannheimia phage vB_MhS_587AP2	Mannheimia	#7E6546
KP137434	Mannheimia phage vB_MhM_587AP1	Mannheimia	#7E6546
KP137432	Mannheimia phage vB_MhM_535AP1	Mannheimia	#7E6546
KP054477	Lactobacillus phage LfeInf	Lactobacillus	#AD6FEE
KP027015	Lactobacillus phage LfeSau	Lactobacillus	#AD6FEE
KR011064	Tsukamurella phage TIN4	Tsukamurella	#BDE8C5
KR011063	Tsukamurella phage TIN3	Tsukamurella	#BDE8C5
KR011062	Tsukamurella phage TIN2	Tsukamurella	#BDE8C5
JQ309827	Enterococcus phage vB_Efae230P-4	Enterococcus	#AD269D
KP696448	Bacillus phage Stills	Bacillus	#512970
KP696447	Bacillus phage Stahl	Bacillus	#512970
KR604693	Pectobacterium phage Peat1	Pectobacterium	#6FB503
KT321314	Enterobacter phage phiEap-1	Enterobacter	#FC1008
KP994596	Pseudoalteromonas phage H103	Pseudoalteromonas	#60BBC4
KM434186	Pseudomonas phage vB_PaeM_PS24	Pseudomonas	#71EB7E
KM434185	Pseudomonas phage vB_Pae_PS9N	Pseudomonas	#71EB7E
KM434184	Pseudomonas phage vB_Pae_PS44	Pseudomonas	#71EB7E
HG798901	Clostridium phage phiCDHM11	Clostridium	#B53E9C
KM360178	Escherichia phage vB_EcoM-ep3	Escherichia	#9DB81D
KT353109	Cronobacter phage PBES 02	Cronobacter	#C66762
KT221033	Streptomyces phage SF1	Streptomyces	#C27069
KT239446	Klebsiella phage JD18	Klebsiella	#B2CA1A
KP202972	Paenibacillus phage HB10c2	Paenibacillus	#1A5263
KF148616	Campylobacter phage CP8	Campylobacter	#E85895
JX569801	Campylobacter phage CP30A	Campylobacter	#E85895
KF582788	Escherichia phage vB_EcoM_JS09	Escherichia	#9DB81D
KR063280	Gordonia phage GMA6	Gordonia	#5B1787
KR063279	Gordonia phage GMA3	Gordonia	#5B1787
KR063281	Gordonia phage GMA2	Gordonia	#5B1787
KR063278	Gordonia phage GMA7	Gordonia	#5B1787
KR053201	Gordonia phage GTE8	Gordonia	#5B1787
KR053199	Gordonia phage GMA4	Gordonia	#5B1787
KR053197	Gordonia phage GRU3	Gordonia	#5B1787
KR053200	Gordonia phage GTE6	Gordonia	#5B1787
KR053198	Gordonia phage GMA5	Gordonia	#5B1787
KR052482	Sinorhizobium phage phiN3	Sinorhizobium	#A81C59
KR052481	Sinorhizobium phage phiM19	Sinorhizobium	#A81C59
KR052480	Sinorhizobium phage phiM7	Sinorhizobium	#A81C59
AB716666	Klebsiella phage NTUH-K2044-K1-1	Klebsiella	#B2CA1A
LC066596	Ralstonia phage RSS-TH1	Ralstonia	#041D1D
KT186243	Staphylococcus phage vB_SauS_phi2	Staphylococcus	#C3B1D8
KT176190	Escherichia phage QL01	Escherichia	#9DB81D
KM236239	Citrobacter phage Moogle	Citrobacter	#E15100
HG934470	Salmonella phage vB_SenS-Ent3	Salmonella	#9348B1
HG934469	Salmonella phage vB_SenS-Ent2	Salmonella	#9348B1
HE775250	Salmonella phage vB_SenS-Ent1	Salmonella	#9348B1
KP774835	Citrobacter phage CVT22	Citrobacter	#E15100
KP893290	Staphylococcus phage B236	Staphylococcus	#C3B1D8
KP893289	Staphylococcus phage B166	Staphylococcus	#C3B1D8
KP719134	Enterobacteria phage JenK1	Enterobacteria	#910522
KP719133	Enterobacteria phage JenP2	Enterobacteria	#910522
KP719132	Enterobacteria phage JenP1	Enterobacteria	#910522
HM588722	Pseudoalteromonas phage H105/1	Pseudoalteromonas	#60BBC4
KR262148	Klebsiella phage KLPN1	Klebsiella	#B2CA1A
KR869820	Citrobacter phage IME-CF2	Citrobacter	#E15100
KT266805	Roseobacter phage RDJL Phi 2	Roseobacter	#0219E1
KT184661	Yersinia phage vB_YenP_ISAO8	Yersinia	#0385AB
KR908644	Staphylococcus phage IME-SA119	Staphylococcus	#C3B1D8
KR902361	Staphylococcus phage IME-SA118	Staphylococcus	#C3B1D8
KR816341	Erysipelothrix phage SE-1	Erysipelothrix	#BD43DB
KR149290	Acinetobacter phage Fri1	Acinetobacter	#B3DDB9
KP144388	Geobacillus virus E3	Geobacillus	#BBEDC4
KJ452292	Staphylococcus phage 23MRA	Staphylococcus	#C3B1D8
KJ452291	Staphylococcus phage 3MRA	Staphylococcus	#C3B1D8
KR560069	Stenotrophomonas phage IME-SM1	Stenotrophomonas	#FF2DDE
KR781488	Shigella phage Ss-VASD	Shigella	#6ACD74
KR534323	Pseudoalteromonas phage H101	Pseudoalteromonas	#60BBC4
LC064302	Pseudomonas phage KPP21	Pseudomonas	#71EB7E
KJ000058	Salmonella phage STP4-a	Salmonella	#9348B1
LN610590	Pseudomonas phage vB_PaeS_PAO1_Ab30	Pseudomonas	#71EB7E
LN610589	Pseudomonas phage vB_PaeM_C1-14_Ab28	Pseudomonas	#71EB7E
LN610588	Pseudomonas phage vB_PaeM_PAO1_Ab29	Pseudomonas	#71EB7E
LN610587	Pseudomonas phage vB_PaeM_C2-10_Ab15	Pseudomonas	#71EB7E
LN610586	Pseudomonas phage vB_PaeM_C2-10_Ab10	Pseudomonas	#71EB7E
LN610585	Pseudomonas phage vB_PaeS_PAO1_Ab20	Pseudomonas	#71EB7E
LN610584	Pseudomonas phage vB_PaeS_PAO1_Ab19	Pseudomonas	#71EB7E
