Node_ID	Description	Host	Colour (Host)
OR420739	Methylophilales phage MEP431	Unspecified	#D3D3D3
OR420738	Pelagibacter phage HTVC131P	Pelagibacter	#970CEC
OR420737	Roseobacter phage CRP-171	Roseobacter	#0219E1
OR420736	Pelagibacter phage HTVC304P	Pelagibacter	#970CEC
OR420735	Pelagibacter phage HTVC168P	Pelagibacter	#970CEC
OR420734	Roseobacter phage CRP-804	Roseobacter	#0219E1
OQ784832	Streptomyces phage Mulchroom	Streptomyces	#C27069
OQ357865	Satellite phage MiniFlayer	Unspecified	#D3D3D3
LC785692	Bacillus phage CM1	Bacillus	#512970
OR636717	Shewanella phage ZP9	Shewanella	#76BA19
OR575930	Pseudomonas phage PseuGes_254	Pseudomonas	#71EB7E
OR575929	phage csAssE-Sib	Unspecified	#D3D3D3
OR565852	Citrobacter phage phiNP	Citrobacter	#E15100
OR565851	Citrobacter phage Shae_phiSM	Citrobacter	#E15100
OR387547	Klebsiella phage P06	Klebsiella	#B2CA1A
OR387546	Klebsiella phage P01	Klebsiella	#B2CA1A
OR344854	Salmonella phage PRF-SP10	Salmonella	#9348B1
OR344853	Salmonella phage PRF-SP9	Salmonella	#9348B1
OQ921102	Klebsiella phage vB_KpnP_EKp2	Klebsiella	#B2CA1A
OQ921101	Klebsiella phage vB_KpnP_MUC100	Klebsiella	#B2CA1A
OQ863045	Brochothrix phage BtpYZU03	Brochothrix	#91B63D
OQ863044	Brochothrix phage BtpYZU02	Brochothrix	#91B63D
OR545059	Yersinia phage vB_YpM_476B	Yersinia	#0385AB
OR545058	Yersinia phage vB_YpM_476A	Yersinia	#0385AB
OR545057	Yersinia phage vB_YpM_117	Yersinia	#0385AB
OR545056	Yersinia phage vB_YpM_115	Yersinia	#0385AB
OR545055	Yersinia phage vB_YpM_44	Yersinia	#0385AB
OR545054	Yersinia phage vB_YpM_41	Yersinia	#0385AB
OR545053	Yersinia phage vB_YpM_39	Yersinia	#0385AB
OR672055	Proteus phage P2-71	Proteus	#BE0561
OR621298	Escherichia phage vB_EcoD-Elw	Escherichia	#9DB81D
OR611941	Pseudomonas phage PBJ	Pseudomonas	#71EB7E
OR420688	Vibrio phage VRU	Vibrio	#090662
OR426634	Klebsiella phage pKMKP103	Klebsiella	#B2CA1A
OR396896	Achromobacter phage tuull	Achromobacter	#190F75
OR238910	Pseudomonas phage PA69	Pseudomonas	#71EB7E
OR602703	Staphylococcus phage vB_SauM-V1SA15	Staphylococcus	#C3B1D8
OR602702	Staphylococcus phage vB_SauM-V1SA09	Staphylococcus	#C3B1D8
OR602701	Staphylococcus phage vB_SauP-V4SA02	Staphylococcus	#C3B1D8
OR526489	Salmonella phage STP-3	Salmonella	#9348B1
OR526488	Salmonella phage STP-2	Salmonella	#9348B1
OR526487	Salmonella phage STP-1	Salmonella	#9348B1
OR677401	Escherichia phage LQ5	Escherichia	#9DB81D
OR474059	Lambdavirus lambda	Unspecified	#D3D3D3
OR576727	Myxococcus phage Mx1	Myxococcus	#7E7999
OP820702	Aeromonas phage vB_AdhM_DL	Aeromonas	#2BC9AA
OP820701	Aeromonas phage vB_AdhM_TS9	Aeromonas	#2BC9AA
OP820700	Aeromonas phage vB_AdhS_TS3	Aeromonas	#2BC9AA
OP627531	Pseudomonas phage vB-PaeM-YQ78	Pseudomonas	#71EB7E
OY757062	Klebsiella phage vB_Ko_K66PH128C1	Klebsiella	#B2CA1A
OY757061	Klebsiella phage vB_Kpn_K10PH82C1	Klebsiella	#B2CA1A
OR538763	Pseudomonas phage PSP30	Pseudomonas	#71EB7E
OR538762	Pseudomonas phage PSP3-DeSoir-2023	Pseudomonas	#71EB7E
OR538761	Pseudomonas phage PSP2	Pseudomonas	#71EB7E
OY757094	Klebsiella phage vB_Ko_K29PH164C1	Klebsiella	#B2CA1A
OY757093	Klebsiella phage vB_Kpn_K2069PH1	Klebsiella	#B2CA1A
OY757092	Klebsiella phage vB_Kpn_K24PH164C1	Klebsiella	#B2CA1A
OY757091	Klebsiella phage vB_Kpn_K17alpha61	Klebsiella	#B2CA1A
OY757090	Klebsiella phage vB_Kpn_K80PH1317a	Klebsiella	#B2CA1A
OY757089	Klebsiella phage vB_Kpn_K28PH129	Klebsiella	#B2CA1A
OY757088	Klebsiella phage vB_Kpl_K72PH164C2	Klebsiella	#B2CA1A
OY757087	Klebsiella phage vB_Kpn_K80PH1317b	Klebsiella	#B2CA1A
OY757067	Klebsiella phage vB_Kpn_K23PH08C2	Klebsiella	#B2CA1A
OY757066	Klebsiella phage vB_Ko_K70PH128C1	Klebsiella	#B2CA1A
OY757065	Klebsiella phage vB_Kpn_K40PH129C1	Klebsiella	#B2CA1A
OY757064	Klebsiella phage vB_Kpn_K62PH164C2	Klebsiella	#B2CA1A
OY757063	Klebsiella phage vB_Kpl_K59PH2	Klebsiella	#B2CA1A
OX639564	Clostridium phage CAK1	Clostridium	#B53E9C
OR553911	Microbacterium phage ChikPic	Microbacterium	#C46B96
OR573959	Staphylococcus phage vB_SA_STAP152	Staphylococcus	#C3B1D8
MZ573780	Mammaliicoccus phage vB_MscM-PMS3	Mammaliicoccus	#98BC9F
OQ818709	Erwinia phage Tian	Erwinia	#61DC12
OQ818708	Erwinia phage Tapenade	Erwinia	#61DC12
OQ818707	Erwinia phage Rouille	Erwinia	#61DC12
OQ818706	Erwinia phage Pistou	Erwinia	#61DC12
OQ818705	Erwinia phage Pastis	Erwinia	#61DC12
OQ818704	Erwinia phage Papaline	Erwinia	#61DC12
OQ818703	Erwinia phage Panisse	Erwinia	#61DC12
OQ818702	Erwinia phage Orgeat	Erwinia	#61DC12
OQ818701	Erwinia phage Nougat	Erwinia	#61DC12
OQ818700	Erwinia phage Navette	Erwinia	#61DC12
OQ818699	Erwinia phage Mauresque	Erwinia	#61DC12
OQ818698	Erwinia phage Fougasse	Erwinia	#61DC12
OQ818697	Erwinia phage Farigoule	Erwinia	#61DC12
OQ818696	Erwinia phage Calisson	Erwinia	#61DC12
OQ818695	Erwinia phage Berlingot	Erwinia	#61DC12
OQ818694	Erwinia phage Aioli	Erwinia	#61DC12
MT813197	Escherichia phage vB_EcoP_Kapi1	Escherichia	#9DB81D
OR578708	Microcoleus phage My-WqHQDG	Microcoleus	#448F9E
OR578707	Microcoleus phage My-WqHQDG	Microcoleus	#448F9E
OR578706	Microcoleus phage My-WqHQDG	Microcoleus	#448F9E
OR506460	Enterococcus phage AS-M1_NWU	Enterococcus	#AD269D
OR637327	Klebsiella phage iPHaGe-KPN-11i	Klebsiella	#B2CA1A
OR637326	Klebsiella phage iPHaGe-KPN-12i	Klebsiella	#B2CA1A
OR538032	Vibrio phage PG216	Vibrio	#090662
OR620964	Yersinia phage fHe-Yen9-02	Yersinia	#0385AB
OR620963	Yersinia phage fHe-Yen8-01	Yersinia	#0385AB
OR670491	Escherichia phage vB_EcoM_JNE01	Escherichia	#9DB81D
OR472329	Vibrio phage vB_VibM_10AMN	Vibrio	#090662
OQ851348	Staphylococcus phage MSP1	Staphylococcus	#C3B1D8
OP534061	Enterococcus phage H1	Enterococcus	#AD269D
OR604635	Pseudomonas phage UF_RH9	Pseudomonas	#71EB7E
OR700190	Klebsiella phage SH-KP2492	Klebsiella	#B2CA1A
OR589135	Pseudomonas phage UF_RH7	Pseudomonas	#71EB7E
OP548052	Xanthomonas phage NED111	Xanthomonas	#B8823F
OQ992558	Escherichia phage L14	Escherichia	#9DB81D
OR529306	Escherichia phage PCM001	Escherichia	#9DB81D
OK665488	Pseudomonas phage VB_PaeP_VL1	Pseudomonas	#71EB7E
MN101226	Klebsiella phage KMI12	Klebsiella	#B2CA1A
OR567511	Enterobacter phage vB_Ent31	Enterobacter	#FC1008
CP072507	Klebsiella phage NAR688	Klebsiella	#B2CA1A
OP562166	Xanthomonas virus PB119	Xanthomonas	#B8823F
OL436246	Staphylococcus phage vB_SauM-HM01	Staphylococcus	#C3B1D8
OL436245	Staphylococcus phage vB_SurM-PSU4	Staphylococcus	#C3B1D8
OR493421	Klebsiella phage YC1	Klebsiella	#B2CA1A
OR283216	Rhodococcus phage MacGully	Rhodococcus	#FB13E7
OR283215	Microbacterium phage Dooby	Microbacterium	#C46B96
OR283214	Microbacterium phage Picnic	Microbacterium	#C46B96
OR283213	Microbacterium phage Horacetta	Microbacterium	#C46B96
OR283212	Microbacterium phage Rhogar	Microbacterium	#C46B96
OR283211	Microbacterium phage Goobery	Microbacterium	#C46B96
OR283210	Microbacterium phage Douggie	Microbacterium	#C46B96
OR283209	Microbacterium phage LionelHutz	Microbacterium	#C46B96
OR283208	Microbacterium phage Danimal	Microbacterium	#C46B96
OR283207	Microbacterium phage Chatham	Microbacterium	#C46B96
OR283206	Gordonia phage MoontowerMania	Gordonia	#5B1787
OQ756160	Xanthomonas phage XAP3	Xanthomonas	#B8823F
OK539833	Salmonella phage vB_SenM-pSJ21	Salmonella	#9348B1
OK539832	Salmonella phage vB_SenAc-pSC20	Salmonella	#9348B1
LC779065	Yersinia phage vB_Yru_GN1	Yersinia	#0385AB
OR577172	Pseudomonas phage Rollin	Pseudomonas	#71EB7E
OR481007	Pseudomonas phage ZU-1221	Pseudomonas	#71EB7E
MZ171369	Methanoculleus virus Blf4	Methanoculleus	#BAD4FD
OR260090	Caulobacter phage Quill_5.2	Caulobacter	#617482
OR260089	Caulobacter phage GB2A	Caulobacter	#617482
OR228460	Pseudomonas phage fMGyn-Pae01	Pseudomonas	#71EB7E
OR228459	Klebsiella phage fENko-Kae01	Klebsiella	#B2CA1A
OR234010	Listeria phage LP-LmcIH1-9	Listeria	#7CFB5A
OR234009	Listeria phage LP-LmcIH1-8	Listeria	#7CFB5A
OR591532	Klebsiella phage KL01	Klebsiella	#B2CA1A
OR578534	Acinetobacter phage ABp57	Acinetobacter	#B3DDB9
OR545379	Escherichia phage Sekstaphage-1	Escherichia	#9DB81D
OR509539	Pseudomonas phage PASB7	Pseudomonas	#71EB7E
OR498728	Escherichia phage ZX4221	Escherichia	#9DB81D
OR474483	Staphylococcus phage vB_StaA_PSa6	Staphylococcus	#C3B1D8
MZ911962	Escherichia phage PLYYY01	Escherichia	#9DB81D
OR413586	Salmonella phage SPLA9	Salmonella	#9348B1
OR413585	Salmonella phage SPLA5c	Salmonella	#9348B1
OR413584	Salmonella phage SPLA5b	Salmonella	#9348B1
OR413583	Salmonella phage SPLA5a	Salmonella	#9348B1
OR413582	Salmonella phage SPLA4	Salmonella	#9348B1
OR413581	Salmonella phage SPLA3	Salmonella	#9348B1
OR413580	Salmonella phage SPLA2	Salmonella	#9348B1
OR413579	Salmonella phage SPLA1b	Salmonella	#9348B1
OR413578	Salmonella phage SPLA1a	Salmonella	#9348B1
OR413577	Salmonella phage SPLA12	Salmonella	#9348B1
OR413576	Salmonella phage SPLA11	Salmonella	#9348B1
OR413575	Salmonella phage SPLA10	Salmonella	#9348B1
OR180314	Acinetobacter phage A3926.3	Acinetobacter	#B3DDB9
OR180313	Acinetobacter phage A2490.3	Acinetobacter	#B3DDB9
OR180312	Acinetobacter phage A1626.2	Acinetobacter	#B3DDB9
OR180310	Acinetobacter phage A832.1	Acinetobacter	#B3DDB9
OR180309	Acinetobacter phage A2.1	Acinetobacter	#B3DDB9
OR180308	Acinetobacter phage P711	Acinetobacter	#B3DDB9
OR180307	Acinetobacter phage P577	Acinetobacter	#B3DDB9
OR180306	Acinetobacter phage P115	Acinetobacter	#B3DDB9
OR613483	Mycobacterium phage PurduePete	Mycobacterium	#D4440F
OR613482	Mycobacterium phage StubbySaigey	Mycobacterium	#D4440F
OR613481	Microbacterium phage Rapheph	Microbacterium	#C46B96
OR613480	Arthrobacter phage Argan	Arthrobacter	#025C10
OR613479	Arthrobacter phage MooKitty	Arthrobacter	#025C10
OR613478	Microbacterium phage BabyDotz	Microbacterium	#C46B96
OR613477	Arthrobacter phage SerialPhiller	Arthrobacter	#025C10
OR613476	Microbacterium phage Blage	Microbacterium	#C46B96
OR613475	Gordonia phage OlgasClover	Gordonia	#5B1787
OR613474	Microbacterium phage PhunaPhoke	Microbacterium	#C46B96
OR613473	Arthrobacter phage AbbyDaisy	Arthrobacter	#025C10
OR613472	Microbacterium phage Janus167	Microbacterium	#C46B96
OR613471	Mycobacterium phage Yassified	Mycobacterium	#D4440F
OR613470	Arthrobacter phage Tillums	Arthrobacter	#025C10
OR613469	Mycobacterium phage BlueCrab	Mycobacterium	#D4440F
OR613468	Microbacterium phage Nicky22	Microbacterium	#C46B96
OR613467	Microbacterium phage Mabodamaca	Microbacterium	#C46B96
OR613466	Microbacterium phage CandC	Microbacterium	#C46B96
OR428172	Lactococcus phage P1411	Lactococcus	#6E0708
OR402836	Phage WC36-1	Unspecified	#D3D3D3
OQ992562	Pseudomonas phage PhiPizzaParty	Pseudomonas	#71EB7E
OQ992561	Pseudomonas phage ANB1	Pseudomonas	#71EB7E
OQ992560	Pseudomonas phage SAM2	Pseudomonas	#71EB7E
OQ992559	Pseudomonas phage L15	Pseudomonas	#71EB7E
OQ992557	Pseudomonas phage Chuck	Pseudomonas	#71EB7E
OQ992556	Pseudomonas phage Kurama	Pseudomonas	#71EB7E
OQ992555	Pseudomonas phage Sealy	Pseudomonas	#71EB7E
OQ992554	Pseudomonas phage Kat	Pseudomonas	#71EB7E
OQ992553	Pseudomonas phage Clover	Pseudomonas	#71EB7E
OQ992552	Pseudomonas phage GoodVibes	Pseudomonas	#71EB7E
OQ992551	Pseudomonas phage Teru	Pseudomonas	#71EB7E
OR555718	Klebsiella phage EKq1	Klebsiella	#B2CA1A
OQ745668	Vibrio phage vB_ValA_R15Z	Vibrio	#090662
BK062760	Marinomonas phage YY	Marinomonas	#3B8B53
OQ817837	Achromobacter phage kwar_LB4	Achromobacter	#190F75
OQ817842	Achromobacter phage ewik_TL4	Achromobacter	#190F75
OQ817832	Achromobacter phage CF418P1	Achromobacter	#190F75
OQ817833	Achromobacter phage ehaak_LB5	Achromobacter	#190F75
OQ817834	Achromobacter phage emuu_LB7	Achromobacter	#190F75
OQ817835	Achromobacter phage ewii_LB8	Achromobacter	#190F75
OQ817836	Achromobacter phage kuwaak_TL2	Achromobacter	#190F75
OQ817838	Achromobacter phage maay_LB1	Achromobacter	#190F75
OQ817839	Achromobacter phage nyaak_TL1	Achromobacter	#190F75
OQ817840	Achromobacter phage nyashin_LB6	Achromobacter	#190F75
OQ817841	Achromobacter phage shaaii_LB5	Achromobacter	#190F75
OQ817843	Achromobacter phage hasilly_LB3	Achromobacter	#190F75
OQ817844	Achromobacter phage SE2	Achromobacter	#190F75
OQ859057	Brevibacterium phage 10C	Brevibacterium	#A4199F
OQ859056	Brevibacterium phage 9C	Brevibacterium	#A4199F
OQ859055	Brevibacterium phage 8C	Brevibacterium	#A4199F
OQ859054	Brevibacterium phage 7C	Brevibacterium	#A4199F
OQ859053	Brevibacterium phage 6C	Brevibacterium	#A4199F
OQ859052	Brevibacterium phage 5T	Brevibacterium	#A4199F
OQ859051	Brevibacterium phage 5C	Brevibacterium	#A4199F
OQ859050	Brevibacterium phage 4T	Brevibacterium	#A4199F
OQ859049	Brevibacterium phage 4C	Brevibacterium	#A4199F
OQ859048	Brevibacterium phage 3T	Brevibacterium	#A4199F
OQ859047	Brevibacterium phage 3C	Brevibacterium	#A4199F
OQ859046	Brevibacterium phage 2T	Brevibacterium	#A4199F
OQ859045	Brevibacterium phage 2C	Brevibacterium	#A4199F
OQ859044	Brevibacterium phage 1T	Brevibacterium	#A4199F
OQ859043	Brevibacterium phage 1C	Brevibacterium	#A4199F
OR466728	Escherichia phage ES	Escherichia	#9DB81D
OR502445	Klebsiella phage KZag1	Klebsiella	#B2CA1A
OR492660	Klebsiella phage P1011	Klebsiella	#B2CA1A
OQ884031	Enterobacter phage SDFMU_EhYP	Enterobacter	#FC1008
OQ884030	Bacillus phage SDFMU_Pbc	Bacillus	#512970
OQ884029	Bacillus phage SDFMU_Pfc	Bacillus	#512970
OQ884028	Enterobacter phage SDFMU_Pec	Enterobacter	#FC1008
OQ884027	Pseudomonas phage SDFMU_Ppc	Pseudomonas	#71EB7E
OQ884026	Klebsiella phage SDFMU_Pkc	Klebsiella	#B2CA1A
OR584314	Acinetobacter phage vB_AbaP_B4	Acinetobacter	#B3DDB9
OR387886	Klebsiella phage P55	Klebsiella	#B2CA1A
OR548257	Clavibacter phage 33	Clavibacter	#C290B1
OR521088	Microbacterium phage FlameThrower	Microbacterium	#C46B96
OR521087	Mycobacterium phage MadKillah	Mycobacterium	#D4440F
OR521086	Mycobacterium phage Highbury	Mycobacterium	#D4440F
OR521085	Corynebacterium phage PSonyx	Corynebacterium	#A316AC
OR521084	Microbacterium phage Garey24	Microbacterium	#C46B96
OR521083	Mycobacterium phage Diminimus	Mycobacterium	#D4440F
OR521082	Mycobacterium phage Marshmallow	Mycobacterium	#D4440F
OR521081	Gordonia phage Halo3	Gordonia	#5B1787
OR521080	Microbacterium phage Huwbert	Microbacterium	#C46B96
OR521079	Microbacterium phage MrWorldwide	Microbacterium	#C46B96
OR521078	Arthrobacter phage Djungelskog	Arthrobacter	#025C10
OR521077	Arthrobacter phage Arielagos	Arthrobacter	#025C10
OR521076	Mycobacterium phage Ageofdapage	Mycobacterium	#D4440F
OR521075	Mycobacterium phage CheetoDust	Mycobacterium	#D4440F
OR521074	Gordonia phage Kwekel	Gordonia	#5B1787
OR521073	Microbacterium phage Jemerald	Microbacterium	#C46B96
OR521072	Microbacterium phage Alucard	Microbacterium	#C46B96
OR521071	Gordonia phage Fulcrum	Gordonia	#5B1787
OR521070	Mycobacterium phage SrishMeg2525	Mycobacterium	#D4440F
OR521069	Mycobacterium phage Scrick	Mycobacterium	#D4440F
OR521068	Mycobacterium phage Groundhog	Mycobacterium	#D4440F
OR521067	Gordonia phage Rahul	Gordonia	#5B1787
OR521066	Mycobacterium phage Juniormint	Mycobacterium	#D4440F
OR521065	Mycobacterium phage Dexes	Mycobacterium	#D4440F
OR521064	Microbacterium phage BabyDaisy	Microbacterium	#C46B96
OR521063	Mycobacterium phage Deenasa	Mycobacterium	#D4440F
OR521062	Gordonia phage GOATification	Gordonia	#5B1787
OR521061	Mycobacterium phage Saints25	Mycobacterium	#D4440F
OR521060	Arthrobacter phage Wildwest	Arthrobacter	#025C10
OR521059	Microbacterium phage ASegato	Microbacterium	#C46B96
OR521058	Arthrobacter phage Altadena	Arthrobacter	#025C10
OR521057	Gordonia phage Goib	Gordonia	#5B1787
OR472545	Escherichia phage vB_EcoM_50EP	Escherichia	#9DB81D
OR188720	Pseudomonas phage LPPA33	Pseudomonas	#71EB7E
OR188719	Pseudomonas phage LPPA36	Pseudomonas	#71EB7E
OR188718	Pseudomonas phage LPPA56	Pseudomonas	#71EB7E
OR352819	Salmonella phage PRF-SP11	Salmonella	#9348B1
OR400517	Salmonella phage PRF-SP12	Salmonella	#9348B1
OR360270	Enterococcus phage SSMH01	Enterococcus	#AD269D
OR348818	Acinetobacter phage Scuro	Acinetobacter	#B3DDB9
OR360541	Burkholderia phage phiBtTUL1a	Burkholderia	#42BD01
OR553916	Mycobacterium phage Dulcita	Mycobacterium	#D4440F
OR553915	Gordonia phage Nodigi	Gordonia	#5B1787
OR553914	Microbacterium phage Schimmels22	Microbacterium	#C46B96
OR553913	Arthrobacter phage Hirko	Arthrobacter	#025C10
OR553912	Mycobacterium phage Ciao	Mycobacterium	#D4440F
OR553910	Gordonia phage Fribs8	Gordonia	#5B1787
OR553909	Mycobacterium phage Glaske16	Mycobacterium	#D4440F
OR553908	Streptomyces phage Watermoore	Streptomyces	#C27069
OR553907	Gordonia phage NorManre	Gordonia	#5B1787
OR553906	Microbacterium phage Tinyman4	Microbacterium	#C46B96
OR553905	Microbacterium phage Magritte	Microbacterium	#C46B96
OR553904	Mycobacterium phage StolenFromERC	Mycobacterium	#D4440F
OR553903	Streptomyces phage Phredrick	Streptomyces	#C27069
OR553902	Arthrobacter phage Lewando	Arthrobacter	#025C10
OR553901	Mycobacterium phage Koreni	Mycobacterium	#D4440F
OR553900	Gordonia phage EndAve	Gordonia	#5B1787
OR553899	Mycobacterium phage PickleBack	Mycobacterium	#D4440F
OR553898	Microbacterium phage PuffyCat	Microbacterium	#C46B96
OR553897	Gordonia phage Elinal	Gordonia	#5B1787
OR553896	Microbacterium phage Fregley	Microbacterium	#C46B96
OR553895	Arthrobacter phage Nitro	Arthrobacter	#025C10
OR553894	Mycobacterium phage HashRod	Mycobacterium	#D4440F
OR553893	Microbacterium phage Zenitsu	Microbacterium	#C46B96
OR553892	Mycobacterium phage Mopey	Mycobacterium	#D4440F
OR553891	Arthrobacter phage CallinAllBarbz	Arthrobacter	#025C10
OR263580	Streptomyces phage Samy	Streptomyces	#C27069
MK524501	Gordonia phage BrutonGaster	Gordonia	#5B1787
BK063680	Caudoviricetes sp. vir335	Unspecified	#D3D3D3
BK063679	Caudoviricetes sp. vir323	Unspecified	#D3D3D3
BK063678	Caudoviricetes sp. vir249	Unspecified	#D3D3D3
BK063677	Caudoviricetes sp. vir080	Unspecified	#D3D3D3
BK063676	Caudoviricetes sp. vir215	Unspecified	#D3D3D3
BK063675	dsDNA virus vir556	dsDNA	#083D0D
BK063674	dsDNA virus vir530	dsDNA	#083D0D
BK063673	Caudoviricetes sp. vir525	Unspecified	#D3D3D3
BK063672	Caudoviricetes sp. vir515	Unspecified	#D3D3D3
BK063671	Caudoviricetes sp. vir555	Unspecified	#D3D3D3
BK063670	Caudoviricetes sp. vir526	Unspecified	#D3D3D3
BK063669	Caudoviricetes sp. vir524	Unspecified	#D3D3D3
BK063668	Caudoviricetes sp. vir521	Unspecified	#D3D3D3
BK063667	Caudoviricetes sp. vir520	Unspecified	#D3D3D3
BK063666	Caudoviricetes sp. vir519	Unspecified	#D3D3D3
OR487170	Bacillus phage FI_KG-Lek	Bacillus	#512970
OR545507	Escherichia phage Sharanji	Escherichia	#9DB81D
OR513085	Chryseobacterium phage MA9V-2	Chryseobacterium	#3522E2
OP918669	Bacillus phage yong1	Bacillus	#512970
OL906435	Planktothrix phage Pag-Yong1	Planktothrix	#1B9D3E
ON073792	Aphanizomenon phage Yong-DA	Aphanizomenon	#1C8C62
OR253920	Mycobacterium phage Spino	Mycobacterium	#D4440F
OR253919	Microbacterium phage Wayne3	Microbacterium	#C46B96
OR253918	Gordonia phage Nibbles	Gordonia	#5B1787
OR253917	Mycobacterium Phage TiniBug	Mycobacterium	#D4440F
OR253916	Mycobacterium phage Auspice	Mycobacterium	#D4440F
OR253915	Microbacterium phage Lonelysoil	Microbacterium	#C46B96
OR253914	Microbacterium phage Morrigan	Microbacterium	#C46B96
OR253913	Streptomyces phage Dennebes	Streptomyces	#C27069
OR253912	Gordonia phage MossRose	Gordonia	#5B1787
OR253911	Streptomyces phage PinkiePie	Streptomyces	#C27069
OR253910	Mycobacterium Phage Radiance	Mycobacterium	#D4440F
OR253909	Microbacterium phage Moleficent	Microbacterium	#C46B96
OR253908	Gordonia phage BearBQ	Gordonia	#5B1787
OR253907	Microbacterium phage Guetzie	Microbacterium	#C46B96
OR253906	Gordonia phage Thimann	Gordonia	#5B1787
OR253905	Mycobacterium Phage Paraselene	Mycobacterium	#D4440F
OR253904	Mycobacterium Phage Nergal	Mycobacterium	#D4440F
OR253903	Mycobacterium Phage LunaBlu	Mycobacterium	#D4440F
OR253902	Mycobacterium Phage Holt	Mycobacterium	#D4440F
OR253901	Streptomyces phage Sollertia	Streptomyces	#C27069
OR253900	Mycobacterium Phage TruffulaTree	Mycobacterium	#D4440F
OR253899	Streptomyces phage Liandry	Streptomyces	#C27069
OR253898	Microbacterium phage DumpQuist	Microbacterium	#C46B96
OR253897	Gordonia phage ClamChowder	Gordonia	#5B1787
OR253896	Streptomyces phage Persimmon	Streptomyces	#C27069
OR195050	Microbacterium phage JaimeB	Microbacterium	#C46B96
OR195049	Arthrobacter phage RedFox	Arthrobacter	#025C10
OR195048	Mycobacterium phage Bombitas	Mycobacterium	#D4440F
OR195047	Gordonia phage Artorias	Gordonia	#5B1787
OR195046	Gordonia phage Mossy	Gordonia	#5B1787
OR195045	Mycobacterium phage Eurydice	Mycobacterium	#D4440F
OR195044	Arthrobacter phage Gusanita	Arthrobacter	#025C10
OR195043	Mycobacterium phage Ashballer	Mycobacterium	#D4440F
OR105946	Klebsiella phage vB_KpnP_cmc356ctg2	Klebsiella	#B2CA1A
OR105945	Klebsiella phage vB_KpnP_cmc356ctg1	Klebsiella	#B2CA1A
OR449012	Salmonella phage Mansal	Salmonella	#9348B1
OR449013	Escherichia phage Mangalyan	Escherichia	#9DB81D
OR434028	Mycobacterium phage Fozzie	Mycobacterium	#D4440F
OR434027	Rhodococcus phage GuyFagieri	Rhodococcus	#FB13E7
OR434026	Rhodococcus phage Apiary	Rhodococcus	#FB13E7
OR434025	Gordonia phage Crater	Gordonia	#5B1787
OR434024	Mycobacterium phage MiniBoss	Mycobacterium	#D4440F
OR434023	Mycobacterium phage Syra333	Mycobacterium	#D4440F
OR434022	Arthrobacter phage Ruchi	Arthrobacter	#025C10
OR434021	Gordonia phage Sampudon	Gordonia	#5B1787
OR434020	Gordonia phage Arti	Gordonia	#5B1787
OR434019	Mycobacterium phage Pherdinand	Mycobacterium	#D4440F
OR434018	Microbacterium phage Erudite	Microbacterium	#C46B96
OR475294	Mycobacterium Phage TribleTrouble	Mycobacterium	#D4440F
OR475293	Mycobacterium phage Frankicide	Mycobacterium	#D4440F
OR475292	Microbacterium phage Erin	Microbacterium	#C46B96
OR475291	Gordonia phage Soos	Gordonia	#5B1787
OR475290	Mycobacterium phage NedWong	Mycobacterium	#D4440F
OR475289	Mycobacterium phage Starcevich	Mycobacterium	#D4440F
OR475288	Mycobacterium phage Tierra	Mycobacterium	#D4440F
OR475287	Microbacterium phage JDawG	Microbacterium	#C46B96
OR475286	Mycobacterium phage SoYo	Mycobacterium	#D4440F
OR475285	Mycobacterium phage JuliaChild	Mycobacterium	#D4440F
OR475284	Microbacterium phage SirVictor	Microbacterium	#C46B96
OR475283	Microbacterium phage Albedo	Microbacterium	#C46B96
OR475282	Mycobacterium phage Discoknowium	Mycobacterium	#D4440F
OR475281	Microbacterium phage Gillker	Microbacterium	#C46B96
OR475280	Microbacterium phage LittleFortune	Microbacterium	#C46B96
OR475279	Microbacterium phage Dropshot	Microbacterium	#C46B96
OR475278	Arthrobacter phage Makoto	Arthrobacter	#025C10
